task_id,estimated_dataset_count,estimated_min_tool_calls,estimated_nice_tool_calls,tool_call_budget_bucket,quality_bucket,derivability_bucket,difficulty_bucket,overall_recommendation,issue_labels,heuristic_flags,rationale,suggested_fix
tasks_core/k-3-d-2/task_14.json,4,8,12,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency,has_explicit_answer_placeholders,"The task is affordable and the intended path is easy to follow, but the central computation does not match the question. After identifying Lansing and a CBSA code, both counting steps filter by `CITY == Lansing`, so the result is for city-level records within the CBSA rather than for the full CBSA. That is a direct mismatch between the stated target and the executed reasoning, which breaks derivability and makes the current answer unreliable as written.",Either remove the `CITY` filter from the final counts or rewrite the question to ask about records in Lansing within its CBSA.
tasks_core/k-3-d-2/task_15.json,4,8,12,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency,has_explicit_answer_placeholders,"The task is cheap to execute, but it is not internally coherent. The question asks for the number of public and private schools in the capital city's county, which implies county-wide counts, yet the reasoning chain filters by both county and city and therefore computes Phoenix-only counts. Because this contradiction sits on the main answer path, the task is broken rather than merely awkward.","Rewrite nodes 3 and 4 to count all schools with `NMCNTY = Maricopa County` for the specified years, without filtering on `CITY = Phoenix`."
tasks_core/k-3-d-2/task_16.json,4,8,12,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency,has_explicit_answer_placeholders,"This task is not reliable as written. The question clearly asks for the number of public schools in the county minus the number of private schools in the county, but the execution narrows both counts to schools in Seattle, which is a direct mismatch with the stated target. The last hop then performs percentage-style arithmetic instead of subtraction, creating a second contradiction. Because the artifact reaches the right numeric answer through inconsistent logic, the task is broken rather than merely rough.",Rewrite nodes 3-4 to count all schools in King County for the specified years and make the final hop compute direct subtraction `public - private`.
tasks_core/k-3-d-2/task_17.json,4,8,12,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency,has_explicit_answer_placeholders,"The task is comfortably within budget, but it is not internally consistent. The question asks for the number of private schools and postsecondary institutions in the county of the largest Illinois city, while the actual reasoning chain filters both datasets by CITY = Chicago and therefore counts only city-level records within Cook County. That is a direct mismatch between the question and the executed path, so the derivation is broken and the task should not be kept as-is.","Either rewrite the question to ask about Chicago specifically, or remove the CITY filter in nodes 3 and 4 so the counts are truly county-wide."
tasks_core/k-3-d-2/task_18.json,4,8,12,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency,has_explicit_answer_placeholders,"The budget is comfortably within range at four datasets, and the overall path is short. But the task is internally inconsistent: after identifying Suffolk County, the counting steps still filter on `CITY = Boston`, so the produced values are city-level subsets rather than county totals. That directly conflicts with the question wording and breaks the derivation of the stated answer.","After deriving Suffolk County, count private schools and district offices by county only; remove the Boston city filter from nodes 3 and 4."
tasks_core/k-3-d-2/task_19.json,4,8,12,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency,has_explicit_answer_placeholders,"This task is affordable, but it is not internally coherent. The question asks for the number of public schools and postsecondary institutions in the county of Michigan's most populous city, yet the reasoning chain counts only institutions located in Detroit. That is a direct mismatch between the stated target and the executed steps, so the derivation is broken rather than merely rough. The extra detour through 2021-2022 private-school data to recover the county also adds avoidable inconsistency.","Count all 2022-2023 public schools and postsecondary institutions in Wayne County, not just Detroit, and remove the unnecessary 2021-2022 private-school detour."
tasks_core/k-3-d-2/task_2.json,4,8,12,within_budget_comfortably,medium,strained,core,keep_noncore,internal_inconsistency,has_explicit_answer_placeholders,"The task is comfortably within budget and the question naturally motivates the main narrowing steps, so the underlying benchmark idea is solid. However, the artifact is not clean enough for core use because node 6 contradicts the prior narrowing by referencing the wrong intersection, and node 2 overreaches beyond its cited evidence. That makes the written decomposition strained even though the intended answer path is still recoverable.",Rewrite node 6 to ask for the county seat of <hop 3 answer> and tighten node 2 so it only supports the Flathead County narrowing.
tasks_core/k-3-d-2/task_20.json,4,8,12,within_budget_comfortably,low,broken,unclear,revise_or_drop,internal_inconsistency,has_explicit_answer_placeholders,"The task is affordable, but it is not internally reliable. The question explicitly asks for the number of public and private schools in the county, while the reasoning chain computes counts for the city of Orlando filtered to that county. That is a direct mismatch between the stated target and the executed path, so the artifact is broken as written and should not be kept without revision.","Count all schools in Orange County for the two school years, or rewrite the question to ask about schools in Orlando rather than the county."
tasks_core/k-3-d-2/task_21.json,5,10,15,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-2/task_22.json,5,10,15,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-2/task_23.json,4,8,12,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-2/task_24.json,3,6,9,within_budget_comfortably,high,clean,too_easy,keep_noncore,,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-2/task_25.json,5,10,15,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-2/task_26.json,4,8,12,within_budget_comfortably,low,clean,core,revise_or_drop,answer_path_leakage,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-2/task_27.json,4,8,12,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-2/task_28.json,3,6,9,within_budget_comfortably,high,clean,too_easy,keep_noncore,,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-2/task_3.json,4,8,12,within_budget_comfortably,low,strained,core,revise_or_drop,answer_path_leakage,question_text_anomaly|has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-2/task_4.json,4,8,12,within_budget_comfortably,low,clean,core,revise_or_drop,answer_path_leakage,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-2/task_5.json,4,8,12,within_budget_comfortably,low,clean,core,revise_or_drop,answer_path_leakage,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-2/task_6.json,5,10,15,within_budget_comfortably,low,clean,core,revise_or_drop,answer_path_leakage,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-2/task_7.json,4,8,12,within_budget_comfortably,medium,strained,core,core_keep,,question_text_anomaly|has_explicit_answer_placeholders,"The task is mostly coherent, but surface wording issues make it a bit brittle to decompose.",Fix question punctuation/typos to make the target and comparison unambiguous.
tasks_core/k-3-d-2/task_8.json,4,8,12,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-2/task_9.json,4,8,12,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-3/task_1.json,5,10,15,within_budget_comfortably,high,strained,core,core_keep,unsupported_step,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-3/task_10.json,9,18,27,within_budget_comfortably,high,strained,core,core_keep,unsupported_step,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-3/task_11.json,7,14,21,within_budget_comfortably,high,strained,core,core_keep,unsupported_step,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-3/task_12.json,9,18,27,within_budget_comfortably,high,strained,core,core_keep,unsupported_step,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-3/task_2.json,5,10,15,within_budget_comfortably,medium,strained,core,core_keep,unsupported_step,question_text_anomaly|has_explicit_answer_placeholders,"The task is mostly coherent, but surface wording issues make it a bit brittle to decompose.",Fix question punctuation/typos to make the target and comparison unambiguous.
tasks_core/k-3-d-3/task_3.json,6,12,18,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-3/task_4.json,6,12,18,within_budget_comfortably,high,strained,core,core_keep,unsupported_step,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-3/task_5.json,7,14,21,within_budget_comfortably,high,strained,core,core_keep,unsupported_step,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-3/task_6.json,9,18,27,within_budget_comfortably,high,clean,core,core_keep,,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-3/task_7.json,7,14,21,within_budget_comfortably,high,strained,core,core_keep,unsupported_step,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-3/task_8.json,8,16,24,within_budget_comfortably,high,strained,core,core_keep,unsupported_step,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-3/task_9.json,9,18,27,within_budget_comfortably,high,strained,core,core_keep,unsupported_step,has_explicit_answer_placeholders,The task reads as internally coherent and the decomposition is easy to infer from the question.,No change needed.
tasks_core/k-3-d-4/task_1.json,8,16,24,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_10.json,8,16,24,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_11.json,8,16,24,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_12.json,8,16,24,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_13.json,7,14,21,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_14.json,7,14,21,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_15.json,7,14,21,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_16.json,7,14,21,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_17.json,8,16,24,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_18.json,8,16,24,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_19.json,6,12,18,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_2.json,14,28,42,within_budget_tight,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,question_text_anomaly|has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity. Its dataset fan-out is also borderline for a 30-call budget, increasing brittleness.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_20.json,6,12,18,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_21.json,6,12,18,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_3.json,11,22,33,within_budget_tight,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity. Its dataset fan-out is also borderline for a 30-call budget, increasing brittleness.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_4.json,6,12,18,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_5.json,6,12,18,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_6.json,6,12,18,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,has_explicit_answer_placeholders,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_7.json,6,12,18,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_8.json,8,16,24,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
tasks_core/k-3-d-4/task_9.json,7,14,21,within_budget_comfortably,low,strained,unclear,revise_or_drop,answer_path_leakage|unsupported_step,,"The task includes leakage in its reasoning text that reveals intermediate or final results, weakening benchmark integrity.",Replace literal hop outcomes / named survivors in reasoning text with <node_X answer>/<hop Y answer> placeholders; keep derivations but avoid spelling out winners.
