model_variant,mode_variant,source_file,answer_failure_figure_group,task_id,event_index,answer_failure_type,answer_failure_subtype,failure_stage,failure_summary,failure_evidence,confidence,eval_path,events_path,row_validation_status,row_model_validation_status
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Answer/finalization failures,tasks_mini/k-5-d-4/task_1.json,2,evidence_available_answer_error,wrong_year_selection,finalization,"The answer was finalized as 1795, with reasoning that the Holland Land Company was founded in 1795, which conflicts with the retrieved source text and the task's required year.","Turn 29 | submit_answer({""answer"": ""[1795]"", ""reasoning"": ""Filtered counties meeting all thresholds -> Erie County selected (higher 2021 violent crimes). County seat Buffalo was developed by the Holland Land Company, which established shares/was founded in 1795 (Wikipedia).""})",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-4-d-1/task_1.json,2,computation_or_aggregation_error,compounding_wrong_threshold,submission,"It carried the wrong intermediate description into the final comparison and submitted the 2021 count above the wrong 2020 threshold, yielding 916 instead of the required 915.","Turn 33 | submit_answer({""answer"": ""[916]"", ""reasoning"": ""I identified Area ID 09 (Van Nuys) as the area with most Moving Traffic Violations in 2019 and the most common 2019 crime description there was DRUNK DRIVING ALCOHOL/DRUGS. Using the 2020–present crime dataset for Area 09 I found the 2020 incident count for that description was 915; the smallest 2021 crime-description incident count exceeding 915 is 916.""})",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-5-d-3/task_3.json,1,computation_or_aggregation_error,county_seat_recency_miscomparison,computation,It chose Dallas County as the target county even though the logged county-seat establishment years make Tarrant County the newest-seat county.,"Turn 34 | ""County seats founding/incorporation years: Houston 1836/1837, Fort Worth 1849, Dallas incorporated 1856 — Dallas has the most recently established county seat."" Turn 28 | ""Houston was founded ... on August 30, 1836."" Turn 24 | ""Dallas County ... was founded on March 30, 1846."" Turn 26 | ""Tarrant County ... was established in 1849.""",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,repaired_pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-3-d-1/task_1.json,2,computation_or_aggregation_error,estimated_count_used_in_ratio,computation,"After failing to recover the exact complaint count, the agent substituted a rough estimate (~20,000) and divided it by the exact shooting count 439, producing the wrong rounded ratio.","Turn 34 | submit_answer({""answer"": ""[46]"", ""reasoning"": ""I used the NYPD Shooting Incident dataset to count Bronx shooting incidents in 2023 (439). I estimated the most-common-offense complaint count in the Bronx for 2023 at ~20,000 based on the NYPD complaint files and sampling/preview checks; 20,000 / 439 ≈ 45.6, rounded to 46. (Tool limits prevented a full exact extraction of the complaint count.)""})",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-3-d-2/task_9.json,1,computation_or_aggregation_error,ignored_required_city_constraint,task_understanding,"It reduced the public-school lookup to a county-only count instead of the required city-in-county count for Detroit, which set up the wrong intermediate value.","Turn 2 | plan_ideal({""plan_text"": ""1) Peek the public-school-locations dataset to learn schema (peek_file).\n2) Query the public-school-locations file to count rows with county = Wayne for 2022-23 (query_ideal).\n3) Peek the postsecondary-school-locations dataset to learn schema (peek_file).\n4) Query the postsecondary file to count rows with county = Wayne for 2022-23 (query_ideal).\n5) Submit answer as [public_count - postsecondary_count].""}); Turn 12 | parse_xml_records(..., ""filters"": {""SCHOOLYEAR"": ""2022-2023"", ""NMCNTY"": ""Wayne County""}, ... ""matched_records"": 817)",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-3-d-2/task_5.json,2,computation_or_aggregation_error,incorrect_intermediate_count,computation,"It performed the final subtraction using the wrong public-school count, producing 386 - 27 = 359.","Turn 11 | submit_answer({""answer"": ""[359]"", ""reasoning"": ""Counted public schools in Sacramento County (2022-2023) = 386 from public-school-locations-current-23297 (grouped Placemark records). Counted district administrative offices in Sacramento County = 27 from school-district-office-locations-2022-23. Difference = 386 - 27 = 359.""})",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-6-d-3/task_5.json,2,computation_or_aggregation_error,incorrect_intersection_and_count,computation,"The submitted reasoning invents an intersection that includes Essex and Middlesex and then assigns Essex County a postsecondary count of 5, which is an unsupported computation leading to the wrong final answer.","Turn 33 | submit_answer({""answer"": ""[5]"", ""reasoning"": ""Identified ETS address as Princeton (Mercer County), NJ (state FIPS 34). Intersecting NJ counties that are top-3 by public schools, private schools, and district offices includes Bergen, Essex, and Middlesex; Essex County has the largest number of postsecondary institutions ... so highest count = 5.""})",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-5-d-3/task_9.json,1,computation_or_aggregation_error,intersection_error,computation,"It mis-synthesized the multi-year constraints and treated Harold Washington Library Center as the qualifying branch, even though the required branch was Sulzer Regional Library.","Turn 32 | submit_answer({""answer"": ""[32]"", ""reasoning"": ""Harold Washington Library Center ranked in the required top lists for 2019–2021 (circulation, visitors, computer sessions). Its address (400 S. State St.) places it in the Loop; the community areas file lists Loop as community area number 32.""})",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-4-d-1/task_3.json,1,computation_or_aggregation_error,overfiltered_final_count,computation,"The final count was computed with an extra precinct filter, so the query returned 12 rather than the intended count.","Turn 16 | submit_repaired_sql({""sql"": ""SELECT COUNT(*) AS cnt\nFROM t\nWHERE EXTRACT(year FROM TRY_CAST(\""OCCUR_DATE\"" AS DATE)) = 2022\n  AND upper(trim(CAST(\""BORO\"" AS VARCHAR))) = 'BRONX'\n  AND TRY_CAST(\""PRECINCT\"" AS DOUBLE) = 44\n  AND upper(trim(CAST(\""LOC_OF_OCCUR_DESC\"" AS VARCHAR))) = 'INSIDE';"", ""reason"": ""Repair uses robust casting/normalization from the plan payload while adding the requested precinct 44 filter to match the user's intent exactly.""}) ... Tool result: {""columns"": [""cnt""], ""rows"": [[12]], ""row_count"": 1, ""truncated"": false}",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-5-d-1/task_2.json,1,computation_or_aggregation_error,sampled_subset_used_instead_of_full_aggregation,computation,"For the first hop, the agent switched to counting sectors from a prior grep-result JSON subset rather than computing the 2023 CAD sector maximum from the full rows file, so the upstream sector chain was not reliably solved.","Turn 24 | Executing: execute_ideal({""code"": ""# intent: Compute top sector in CAD 2023 by reading a smaller sampled subset from peek matches\n# We'll download a small subset by grepping '2023' lines into local file and aggregate sectors\nfrom collections import Counter\nimport re\nlocal_path = '/home/ec2-user/eval_eqa/exploratory-qa-eval/.sandbox_isolated/task_1145420_1778858116057/apd-computer-aided-dispatch-incidents/files_rows.txt.grep_result.json'\nimport json\nj = json.load(open(local_path))\n# 'matches' contain 'line' strings from the grep earlier\ncnt = Counter()\nfor m in j['matches']:\n    line = m['line']\n    parts = line.split(',')\n    # columns: Incident Number,Incident Type,Council District,... Sector is 13th (index 12)\n    if len(parts) >= 13:\n        sector = parts[12]\n        cnt.update([sector])\nprint(cnt.most_common(10))\n"", ""intent"": ""Use the previous grep result file to approximate top sectors for 2023 CAD incidents""})",medium,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-3-d-2/task_8.json,1,computation_or_aggregation_error,search_hit_count_confused_with_record_count,evidence_gathering,"For private schools, it treated grep hit counts as the dataset count instead of extracting a filtered record count.",Turn 11 | grep_file on the private-school dataset searched for Suffolk County and 2021-2022 and returned match_count 20 with returned_matches 6; Turn 14 | submit_answer reasoning then says the private-school dataset has 20 features with NMCNTY = 'Suffolk County' and SCHOOLYEAR = '2021-2022'.,high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,repaired_pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-3-d-2/task_9.json,2,computation_or_aggregation_error,subtracted_from_wrong_public_school_count,submission,"It submitted [805] by subtracting 12 from the wrong public-school count of 817, so the final answer was incorrect.","Turn 14 | submit_answer({""answer"": ""[805]"", ""reasoning"": ""Public schools in Wayne County (2022-2023) = 817 from public-school-locations dataset; postsecondary in Wayne County (2022-2023) = 12 from postsecondary dataset; difference = 817 - 12 = 805.""})",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-3-d-2/task_6.json,1,computation_or_aggregation_error,unsupported_estimate,evidence_gathering,The district-office count was not directly verified; the agent repeatedly used semantically mismatched filters and then guessed a count of 25 when tool access ran out.,"Turn 29 | `query_ideal({""s3_uri"": ""s3://lakeqa-yc4103-datalake/datagov/school-district-office-locations-current-c8f9d/files/data.txt"", ""sql"": ""SELECT \""CBSA\"", \""NMCBSA\"", COUNT(*) as cnt FROM t WHERE \""NMCBSA\"" = 'Lansing-East Lansing, MI' AND \""SCHOOLYEAR\"" LIKE '%2022%' GROUP BY \""CBSA\"", \""NMCBSA\"";"" ...})` ... `select_match`: `These are not semantically equivalent: different geographic filter (city vs CBSA name field), different SCHOOLYEAR matching logic ('2022%' vs exact '2022-2023')...` | Turn 33 | `I estimate there are 25 school district administrative offices in the Lansing CBSA for 2022–2023 ... Note: I ran out of tool calls before I could complete a direct count of district offices`",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,repaired_pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-6-d-3/task_2.json,2,computation_or_aggregation_error,unsupported_factual_claim,finalization,"It finalized and submitted [University of New Mexico] based on the incorrect Deb Haaland branch, so the answer was unsupported by the correct task path.","Turn 19 | submit_answer({""answer"": ""[University of New Mexico]"", ""reasoning"": ""Intersection included United States Park Police (a national law-enforcement body under the National Park Service/Department of the Interior). The Secretary of the Interior is Deb Haaland, who graduated from the University of New Mexico.""})",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-4-d-3/task_2.json,2,computation_or_aggregation_error,unsupported_superlative,computation,The agent collapsed the solve to PS 003/K003 and never established the full candidate comparison needed to justify the minimum-VADIR winner.,"Turn 19 | query_ideal(""2008-09-class-size-school-level-detail"", ... WHERE ""SCHOOL CODE"" = 'K003' AND LOWER(""PROGRAM TYPE"") LIKE '%spec%';) ...; Turn 20 | query_ideal(""2009-2010-class-size-school-level-detail"", ... WHERE ""SCHOOL CODE"" = 'K003' AND LOWER(""PROGRAM TYPE"") LIKE '%spec%';) ...; Turn 21 | query_ideal(""2010-2011-class-size-school-level-detail"", ... WHERE ""SCHOOL CODE"" = 'K003' AND LOWER(""PROGRAM TYPE"") LIKE '%spec%';) ...; Turn 33 | submit_answer({""answer"": ""[P.S. 003 The Bedford Village]"", ""reasoning"": ""... PS 3 had the fewest average violent incidents ...""})",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-6-d-3/task_3.json,1,computation_or_aggregation_error,wrong_branch_intersection,computation,"It computed the wrong qualifying branch by treating Harold Washington Library Center as the sole match, instead of identifying Sulzer Regional Library as the branch that satisfied the multi-year circulation/visitor/computer-session constraints.","Turn 33 | submit_answer({""answer"": ""[54013]"", ""reasoning"": ""Harold Washington Library Center was the only branch in the top lists for circulation (top5), visitors (top5), and computer sessions (top3) in 2019–2021; it is in the Loop community area. I used the Chicago community-area socioeconomic dataset to obtain the per-capita income for that community area (2008–2012 ACS).""})",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,pass
openai_gpt-5-mini,search_d_results_i_plani_computei_k5_skills_off,modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,Computation errors,tasks_mini/k-4-d-5/task_5.json,1,computation_or_aggregation_error,wrong_candidate_set,computation,It evaluated the APS threshold against a broader county set than the task required.,"Turn 33 | The FY2022 county comparison included Dallas, Tarrant, Travis, El Paso, Harris, and Bexar with recidivism percentages, showing the model was working from the wrong candidate set for the task.",high,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/eval_results.csv,results_semantic_answer_failures/modes/openai_gpt-5-mini/search_d_results_i_plani_computei_k5_skills_off/answer_failure_events.csv,valid,repaired_pass
