task_id,log_error_bucket,estimated_wasted_turns,turn_waste_global_group,turn_waste_global_subtype,turn_waste_summary,turn_repeated_behavior,turn_progress_stop_point,wasted_turn_ranges,productive_turn_ranges,turn_budget_failure_reason,turn_waste_evidence,turn_waste_global_group_reason,turn_waste_global_subtype_reason,turn_waste_local_group,turn_waste_local_group_reason
tasks_mini/k-6-d-4/task_2.json,error_tokens_reached,13,same-source repetition,same-source recompute loop,Explored Missouri state-expenditures files to rank agencies by average spending and identify the target agency.,Kept reopening the 2007 file structure and re-reading the same chunks after already identifying the source shape.,The run was still rereading and re-peeking 2007 rows when the max-tokens crash hit.,12-17; 21-27,1-11; 18-20,The agent spent too much time reverse-engineering the 2007 file layout and then re-reading it instead of finishing the spending comparison.,Turns 12-17 repeatedly inspect 2007 columns and rows after a stagnation warning; Turns 21-27 reread the same 2007 row chunks and grep the same file; The queries in 18-20 are the only late-stage work that still advances the answer,The run kept repeating near-duplicate work inside the same grounded source family.,Re-read the same Missouri expenditure file chunks after the source shape was already known.,Same-Dataset Recompute Loops,It kept re-reading and re-peeking the same Missouri expenditure data instead of advancing the comparison.
tasks_mini/k-5-d-3/task_5.json,error_tokens_reached,6,same-source repetition,same-source recompute loop,Computed Texas county release consistency and then kept recomputing the same summary with extra checks.,Re-ran the same county CV computation and follow-up county lookups in different forms.,"The most consistent county work was already underway, but the agent kept re-running summary code instead of answering.",9-14,1-8,It stayed in analysis mode and repeated the same release-summary calculations until the token cap.,Turn 9 prints the county CV table; Turn 10 repeats the same code with specific counties; Turn 13 and 14 keep recomputing the release summary,The run kept repeating near-duplicate work inside the same grounded source family.,Recomputed the same Texas county summary with extra checks.,Same-Dataset Recompute Loops,It kept recomputing the same Texas county summary and follow-up checks after the path was already established.
tasks_mini/k-6-d-4/task_1.json,error_tokens_reached,6,same-source repetition,same-source recompute loop,"Built the Texas release-consistency analysis, then diverted into repeated county-ranking reruns.",Kept re-executing the same county CV and top-county code after the path was already clear.,"By the late turns the release summary was known, but the run kept refreshing the same table until max tokens.",9-14,1-8,The agent spent the tail on redundant release-count recalculations and extra search checks instead of submitting.,Turn 9 computes the county CV table; Turn 10 reruns the same summary for named counties; Turn 14 repeats the top-county table before crashing,The run kept repeating near-duplicate work inside the same grounded source family.,Repeated the Texas release-consistency analysis rather than changing source family.,Same-Dataset Recompute Loops,The run reran the same county CV and ranking calculations instead of moving to a final answer.
tasks_mini/k-3-d-3/task_1.json,error_tokens_reached,4,same-source repetition,school-report churn,"Searched NYC school score reports to identify a high school, but kept re-querying the same report tables and never reached the bridge/burial step.",Repeated school-progress-report queries with broader or variant filters on the same three datasets.,Turn 15: still rechecking the 2006/2009/2010 school reports when the run hit the token limit.,12-15,1-11,"After the top-school lookup, the agent kept reopening the same progress-report datasets instead of moving to the neighborhood/bridge portion.","Turns 12-15 repeat 2006-2007, 2009-2010, 2010-2011 queries; Turn 15 reruns the 2006-2007 HS filter after prior queries; No bridge or burial lookup appears before crash",The run kept repeating work inside the same grounded source family instead of moving the clue chain forward.,Kept re-querying NYC school report tables instead of moving past the same source set.,NYC School-Report Ranking Loops,It kept re-querying the same NYC school-report variants after the likely school was already narrowed instead of moving to the bridge and burial clues.
tasks_mini/k-3-d-4/task_7.json,error_tokens_reached,3,same-source repetition,same-source recompute loop,Pulled Missouri state expenditure files and searched for the target agency's spending pattern across 2007-2010.,Re-ran near-identical extraction queries on the 2007-2010 expenditure files after the structure was already known.,The repeated expenditure queries around turns 20-22 were still running when the timeout hit.,20-22,1-19,The agent found the right dataset family but spent the tail rechecking the same rows instead of finishing the aggregation.,Turns 20 and 22 repeat the 2008-2010 agency totals query; Turn 21 reopens the 2007 file with the same JSON-extraction pattern; A stagnation warning fires at turn 20,The run kept repeating near-duplicate work inside the same grounded source family.,Stayed on Missouri expenditure files while checking the same agency-spending pattern across years.,Same-Dataset Recompute Loops,It repeated the same Missouri expenditure extraction pattern after the file shape was already known.
tasks_mini/k-2-d-4/task_5.json,error_turns_exhausted,1,same-source repetition,school-report churn,Used school-progress report data to rank top-performing elementary schools across years and identify the museum clue.,Rechecked the same ranking path and then re-opened the clue pages after the path was already clear.,"Had the candidate school and museum neighborhood, then the final read hit the timeout warning.",18,1-17; 19,It spent the last stretch on one more source read instead of stopping after the answer was basically assembled.,Turn 18 `read_file` on Upper_West_Side is canceled by the timeout warning; Turn 19 immediately submits the final answer,The run kept repeating work inside the same grounded source family instead of moving the clue chain forward.,Repeated school-progress-report ranking across years.,NYC School-Report Ranking Loops,It kept revisiting the same progress-report ranking path and clue pages after the likely school was already narrowed.
tasks_mini/k-3-d-3/task_3.json,error_tokens_reached,1,same-source repetition,school-report churn,"The agent compared NYC school progress reports across years, then tied the school clue to Park Slope and Prospect Park pages.",It kept stitching together school-report and location lookups even after the likely place was already narrowed.,"After the location clue was in hand, it tried one more rough execute_code check and then ran out of budget.",13,1-12,The final turn was a speculative verification step instead of a direct answer submission or a decisive final lookup.,Turn 12 greps Park Slope and Prospect Park text; Turn 13 does a rough latitude execute_code check and gets a stagnation nudge,The run kept repeating work inside the same grounded source family instead of moving the clue chain forward.,Repeated school-report comparisons and school clue hopping in the same NYC report family.,NYC School-Report Ranking Loops,It had the school clue in hand but still kept stitching report and location lookups instead of collapsing the answer.
tasks_mini/k-3-d-4/task_10.json,error_tokens_reached,1,same-source repetition,same-source recompute loop,"Searched Texas lunch, reimbursement, and enrollment datasets, then kept probing the same lunch dataset before the crash.","Duplicate search_ideal on the same Texas query, then more schema checks on the same counties.",Turn 11: had reimbursement lookups underway but crashed before the child-center step.,5,1-4; 6-11,"One redundant search burned a turn, but most of the budget went to genuine dataset inspection.",Turns 4-5 repeat the same search_ideal query; Turns 7-11 inspect and query the planned Texas datasets; No child-center aggregation is reached before crash,The run kept repeating near-duplicate work inside the same grounded source family.,Kept probing the same Texas lunch dataset after initial analysis.,Redundant Search Reruns,The clearest waste was the duplicate Texas search before the reimbursement and county chain moved forward.
tasks_mini/k-6-d-3/task_5.json,error_tokens_reached,1,same-source repetition,same-source recompute loop,"Built a Chicago Public Library branch ranking plan, inspected the yearly branch files, and then started mapping branches to community areas.",Repeated the same Chicago library search once before moving into file inspection.,Turn 26: had moved to the community-area income lookup but the run was still unresolved.,5,1-4; 6-26,"The run mostly stayed on task, but one redundant search and a long exploratory tail consumed the remaining budget before the final income extraction.",Turns 4-5 repeat the same search_ideal query; Turns 6-25 inspect and query the library datasets; Turn 26 searches community-area income mapping,The run kept repeating near-duplicate work inside the same grounded source family.,Stayed on the Chicago library branch files and reworked the same branch-ranking family.,Redundant Search Reruns,"It repeated the same Chicago library search before moving into inspection, which is the clearest waste in that trace."
tasks_mini/k-2-d-3/task_2.json,error_tokens_reached,0,same-source repetition,same-source recompute loop,"Built a year-by-year query path over college-heavy agency contract datasets, then ran out of context before synthesizing.",Expanded similar `query_file` scans across adjacent year files.,Had 2015 and 2016 college agency tables in hand but had not finished the cross-year comparison.,,1-10,The run was still in exploratory mode and hit the token cap before it could consolidate the yearly results.,"Turn 9 queries 2015 agency contracts for ""college"" agencies; Turn 10 repeats the same scan on 2016",The run kept repeating near-duplicate work inside the same grounded source family.,Revisited the same contract-dataset family year by year.,No Clear Wasted Tail,The run stayed exploratory and hit context limits before any visible redundant tail formed.
tasks_mini/k-2-d-3/task_8.json,error_tokens_reached,0,same-source repetition,same-source recompute loop,"Searched Chicago Public Library circulation and visitor files, then queried the year-by-year top branches.",Batched the same six year-by-metric queries and never reached the final intersection step.,The run stopped right after the six dataset queries in turn 9; turn 10 is the max-tokens crash.,,1-9,"The budget went into broad extraction across all six datasets, and the run crashed before the answer was assembled.",Turn 9 queries all six circulation and visitor datasets; No clearly redundant turn appears before the crash,The run kept repeating near-duplicate work inside the same grounded source family.,Repeated year-by-year branch-file checks within the same library dataset family.,No Clear Wasted Tail,The work was still broadly productive and there was no clearly redundant tail before the crash.
tasks_mini/k-4-d-3/task_5.json,error_tokens_reached,0,same-source repetition,same-source recompute loop,"Worked through Iowa unemployment, income, and fuel datasets while trying to identify the qualifying county-seat population.",Mostly exploratory dataset inspection; no clear repeated loop is visible.,Turn 21: just starting the fuel-sales dataset when the run ran out of budget.,,1-21,The run spent almost all of its budget on exploratory joins and schema discovery and hit the token cap before finishing the last dataset.,"Turns 8-20 probe unemployment, income, and county-seat lookup structure; Turn 21 finally opens the motor-fuel dataset; No clear redundant dead-end dominates the trace",The run kept repeating near-duplicate work inside the same grounded source family.,Worked the same Iowa county/source family across multiple metrics.,No Clear Wasted Tail,The run mostly spent its budget on exploratory joins and schema discovery without a clear redundant tail.
tasks_mini/k-4-d-4/task_1.json,error_tokens_reached,0,same-source repetition,school-report churn,Loaded NYC school progress report files for 2006-2010 and tried to identify the Bedford NTA school.,Kept swapping among similar report variants and a school-locations file without landing on the right join.,The run crashed after the school-locations peek on turn 14.,,1-14,"The agent was still comparing candidate files when the token budget collapsed, so it never reached a clean extraction path.",Turns 7-11 are still inspecting candidate progress-report files; No explicit redundant loop is visible before the crash,The run kept repeating work inside the same grounded source family instead of moving the clue chain forward.,Loaded multiple NYC school progress reports and stayed in that report family.,NYC School-Report Ranking Loops,It kept swapping among similar progress-report variants and a school-locations join without settling the answer path.
tasks_mini/k-5-d-4/task_4.json,error_tokens_reached,0,same-source repetition,school-report churn,Searched Washington county/report-card sources and tried to derive county filters from the 2017-18 assessment data.,Stayed on the same assessment dataset with only minor query rewrites after the geography path stalled.,The last visible work is the 2017-18 county query on turn 17 before the crash.,,1-17,The run kept trying to reconcile county and assessment filters and ran out of budget before it could settle on the right county set.,No exact repeat stands out in the tail; The late turns are still trying different county and test filters rather than looping,The run kept repeating work inside the same grounded source family instead of moving the clue chain forward.,Kept working the Washington report-card and assessment family to derive county filters.,No Clear Wasted Tail,"The run was still trying different county and test filters, but no clear redundant loop stood out before the stop."
tasks_mini/k-4-d-4/task_7.json,error_tokens_reached,4,search or discovery churn,search reformulation loop,"Chased Route 66 terminus and city-level health/payroll sources, then pivoted through multiple candidate datasets.",Repeated the same broad Route 66 search and later kept querying the same 500-cities file after a parse error.,The last visible work is the 500-cities query loop and the timeout at turn 22.,5; 20-22,1-4; 6-19,The run burned time on duplicate search and repeated recovery attempts after a CSV parse failure.,Turn 5 repeats the exact Route 66 search from turn 4; Turns 20-22 keep returning to the same 500-cities file after a parse error; Turn 17 logs a CSV error on the 2018 500-cities file,The run kept rephrasing or rerunning search and discovery steps without materially new grounding.,Repeated the Route 66 search formulation and kept swapping candidate datasets.,Late Verification and Fallback Checks,It burned the tail on duplicate search recovery after a parse failure instead of finishing the already-formed path.
tasks_mini/k-7-d-3/task_6.json,error_tokens_reached,2,search or discovery churn,search reformulation loop,"Tried to identify January fines and related datasets, then drifted through candidate files.",Issued the exact same placeholder search query twice instead of advancing the search.,The run stopped after the first batch of candidate peeks on turn 7.,5-6,1-4; 7,The placeholder repeat burned search budget before the agent could settle on a useful dataset.,Turns 5 and 6 are identical placeholder search calls; Turn 7 only starts checking candidate files after the repeats,The run kept rephrasing or rerunning search and discovery steps without materially new grounding.,The repeated placeholder search and candidate-file peeks are a search/discovery loop.,Redundant Search Reruns,The only clear waste was the identical placeholder search repeated twice.
tasks_mini/k-5-d-3/task_3.json,error_tokens_reached,5,source drift or reset,source-family drift or rediscovery reset,"Explored Washington community-college contract counts, then moved toward county population and building-emissions data.","Repeated college-name queries across the same agency-contract datasets, including one exact rerun.","Turn 16-17: after the repeated agency-name probes, it finally shifted to county population and emissions lookup.",12-16,1-11; 17-19,The agent burned multiple turns chasing college agency naming variants instead of advancing to the county and emissions steps.,Turns 12-15 repeat 'College' queries on 2014-2016 contract files; Turn 15 duplicates the 2016 college query; Turn 16 narrows to SCCD/Seattle Community/Seattle Colleges after earlier broad searches,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",It moved from contract counts into county population and building-emissions families.,Redundant Search Reruns,"It kept repeating the same college-agency search pattern, including an exact rerun, instead of advancing to the county steps."
tasks_mini/k-3-d-4/task_9.json,error_tokens_reached,2,source drift or reset,source-family drift or rediscovery reset,"The agent ranked gasoline tax states, then veered into unrelated NYC school-progress report searches.",It switched dataset families instead of finishing the tax ranking path.,"After isolating New York at rank 24, it started searching school report files and never came back.",9-10,1-8,The budget was spent on an off-track dataset pivot after the key ranking had already been computed.,Turn 9 searches a 2009-2010 school progress report instead of the fuel-tax table; Turn 10 peeks a 2006-2007 school progress report,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.","After ranking fuel-tax states, it pivoted into an unrelated NYC school-report search.",Late Verification and Fallback Checks,The run pivoted into an unrelated school-report search after the tax-ranking path was already established.
tasks_mini/k-6-d-4/task_9.json,error_tokens_reached,2,source drift or reset,source-family drift or rediscovery reset,"The agent ranked gasoline tax states, then abruptly pivoted into NYC school-progress report files.",It abandoned the tax table and started a new school-report lookup thread instead of finishing the ranking.,"After computing the New York rank, it searched 2009-2010 and 2006-2007 school progress reports and then stopped.",9-10,1-8,The remaining budget was spent on an unrelated dataset pivot after the core result was already computed.,Turn 9 searches an NYC school progress report after the fuel-tax ranking; Turn 10 peeks the 2006-2007 school progress report,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.","After gas-tax ranking, it reset into NYC school-progress report files.",Late Verification and Fallback Checks,"After computing the tax ranking, the run pivoted into an unrelated NYC school-report thread instead of submitting."
tasks_mini/k-7-d-3/task_10.json,error_tokens_reached,2,source drift or reset,source-family drift or rediscovery reset,"Queried Chicago budget data, fuel sales, and LAX passenger counts before the run hit token limits.",Two back-to-back 'continue' searches that added no new information.,Turn 21: it had read the target names and was still checking the environment when the run stopped.,5-6,1-4; 7-21,The only clear waste was the pair of empty follow-up searches; otherwise the agent was advancing through the planned datasets.,"Turns 5-6 search_ideal('continue') twice; Turns 10-21 query budget, fuel, LAX, and biography data; Turn 22 is just a sandbox check before the crash","After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.","It hopped across unrelated Chicago, fuel, and LAX data families without settling.",Redundant Search Reruns,The wasted turns were the back-to-back `continue` searches that added no new information.
tasks_mini/k-6-d-4/task_5.json,error_tokens_reached,1,source drift or reset,source-family drift or rediscovery reset,"Chained Texas adult-day-care reimbursements, child fatality checks, and county death-rate filters toward a bay answer.",Redundant re-searches on the same CACFP reimbursement topic at the start.,Turn 10-11: it had downloaded the reimbursement files but crashed before finishing the county filter chain.,5,1-4; 6-11,"One duplicate search was wasted, but the main issue was the size of the multi-stage county filter chain.",Turns 4-5 repeat nearly identical CACFP reimbursement searches; Turn 6 adds the age-adjusted death-rate search; Turns 8-10 begin data inspection and download,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",It pivoted from reimbursements to child-fatality and county death-rate sources.,Redundant Search Reruns,The waste was the duplicate CACFP search at the start before the real county chain began.
tasks_mini/k-7-d-3/task_4.json,error_tokens_reached,13,source inspection or schema thrash,nces school-location spiral,"Worked through Massachusetts location datasets for the county-count task, but the tail became a schema-hunting loop.",Kept probing the same public/private/district/postsecondary files for county keys and formats.,"The relevant Massachusetts location files were identified, then the agent spent the rest of the run on repeated field discovery.",14-26,1-13,"The agent never collapsed the county extraction and instead kept alternating between peeks, greps, and code inspection.",Turn 14 onward repeatedly greps for `Middlesex` and county fields; Turns 18-20 run code to inspect file structure instead of answering; Turn 26 is still peeking the same public-school file,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",County-count work kept returning to Massachusetts school-location schema.,School-Location County Schema Hunts,The tail was a schema-hunting loop across Massachusetts school-location datasets and county keys.
tasks_mini/k-6-d-4/task_6.json,error_tokens_reached,12,source inspection or schema thrash,nces school-location spiral,"Explored Massachusetts school-location datasets for Sal Khan's school, then got stuck proving the county field across multiple files.",Repeated `grep_file` and `peek_file` probes for `NMCNTY` and `STFIP` across similar location datasets.,"After confirming the candidate school and Massachusetts files, the agent spent the rest of the budget on schema confirmation.",15-28,1-14,It kept chasing the same county metadata through parallel school-location sources instead of narrowing to one result.,Turns 15-24 repeatedly grep `NMCNTY` and `STFIP`; Turn 25-28 keep reopening the same location files; Turn 28 ends in a canceled query,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",Kept proving the county field across multiple NCES-style location files.,School-Location County Schema Hunts,It stayed in county-field discovery mode across similar Massachusetts school-location files.
tasks_mini/k-4-d-3/task_9.json,error_tokens_reached,7,source inspection or schema thrash,problematic-data recovery thrash,"Tracked DC parking and moving-violation datasets, but kept digging through the raw JSON and metadata instead of finishing.",Reopened the same parking files and catalog artifacts instead of extracting the needed counts.,"The agent had the relevant January 2019-2021 files, then spent the tail on file-format checks until timeout.",16-22,1-15,It got stuck validating source structure on huge parking datasets and never converted that into a final answer.,Turns 16-21 keep peeking the parking files and catalog; Turn 20 tries `SELECT * FROM t LIMIT 1` on the 2021 JSON; Turn 22 hits the timeout warning,"The run got trapped in file inspection, schema probing, parse recovery, or other source-shape workarounds.",Spent the tail digging through raw JSON and metadata instead of finishing the parking-violation query.,Same-Dataset Recompute Loops,The run spent its tail rereading the same parking files and metadata instead of converting the structure into an answer.
tasks_mini/k-7-d-4/task_8.json,error_tokens_reached,7,source inspection or schema thrash,nces school-location spiral,"Assembled Massachusetts public/private/district/postsecondary sources, then spent the tail on repeated field lookups.",Kept grepping the same county keys across similar school-location datasets.,"The county-count path was visible, but the agent never moved past repeated key checks before the timeout.",14-20,1-13,"It stayed in discovery mode, probing county metadata across multiple near-duplicate location files until the run expired.",Turns 14-19 repeat `NMCNTY` and `STFIP` greps; Turn 20 is a canceled query on the district-office file,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",The tail was spent on repeated field lookups across the school-location source set.,School-Location County Schema Hunts,The run kept peeking the same school-location files for county-related structure after the schema was already clear.
tasks_mini/k-4-d-4/task_5.json,error_tokens_reached,6,source inspection or schema thrash,nces school-location spiral,"Searched for the Chicago-area school and county linkage, but spent the tail trying to prove the same county fields over and over.",Repeated `grep_file` probes for `NMCNTY` and `STFIP` across the same location datasets.,"The county-mapping path was visible, but the agent kept schema-hunting instead of collapsing the result.",15-20,1-14,Budget went into repeated schema discovery on near-identical school-location files and then into a fallback download/code path.,Turns 15-19 repeatedly grep `NMCNTY` and `STFIP`; Turn 20 escalates to `download` plus `execute_code`,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",Kept proving the same county fields in school-location-style data.,School-Location County Schema Hunts,It repeatedly grepped the same county fields across near-duplicate school-location files instead of collapsing the county mapping.
tasks_mini/k-7-d-4/task_9.json,error_tokens_reached,6,source inspection or schema thrash,nces school-location spiral,"Looked up the Graham Holdings education subsidiary, then searched NCES location files for district, public, private, and postsecondary counts.",Kept cycling through schema peeks and remaining-source searches after the main file set was already identified.,The last visible action is a timeout on the public-school grep in turn 22.,17-22,1-16,The tail stayed in source-hunting mode and never got to the final county comparison before timing out.,Turns 17-20 are repeated schema and source hunting across the same NCES files; Turn 21 re-queries the district-office file and turn 22 greps the public-school file before timeout; No new dataset family appears in the tail,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",It searched NCES location files for repeated district/public/private/postsecondary counts.,School-Location County Schema Hunts,The tail stayed in school-location source-hunting mode across the NCES files without collapsing the county comparison.
tasks_mini/k-6-d-4/task_8.json,error_tokens_reached,5,source inspection or schema thrash,nces school-location spiral,Looked up GRE/Educational Testing Service metadata and then inspected school-location files for New Jersey county and school counts.,Kept peeking the same public- and district-school files after the schema was already identified.,The repeated peeks on the public-school file at turns 17-18 and the timeout at turn 21.,17-21,1-16,The tail stayed in inspection mode instead of extracting the county counts needed for the final comparison.,Turns 17 and 18 repeat the same public-school file peek after a stagnation warning; Turns 19-21 continue peeking related files instead of extracting counts; Turn 21 times out while still in inspection mode,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",School-location lookups for New Jersey county and school counts dominated the tail.,School-Location County Schema Hunts,It stayed in repeated school-location inspection mode across the New Jersey files instead of extracting the county counts.
