task_id,log_error_bucket,estimated_wasted_turns,turn_waste_global_group,turn_waste_global_subtype,turn_waste_summary,turn_repeated_behavior,turn_progress_stop_point,wasted_turn_ranges,productive_turn_ranges,turn_budget_failure_reason,turn_waste_evidence,turn_waste_global_group_reason,turn_waste_global_subtype_reason,turn_waste_local_group,turn_waste_local_group_reason
tasks_mini/k-2-d-4/task_8.json,error_tokens_reached,1,endgame validation loop,late candidate validation loop,"Worked through Texas county admissions and county-seat references, then kept querying the same county-year counts until the tool budget expired.",Repeatedly rechecked county counts across years after the candidate counties were already visible.,Turn 31 had the schema and county evidence in hand; turn 32 was the final peek cancelled by the limit.,32,1-31,The final call was a metadata peek that came after enough county evidence had already been collected.,Turn 31 inspects the 2019 schema fields; Turn 32 peek_file is cancelled at the tool limit,"The answer was already narrowed, but the run kept validating candidates or edge cases instead of submitting.","County counts were already visible, but it kept rechecking them across years.",Auxiliary evidence chase after narrowing the answer,"The likely counties were already visible, but it kept rechecking yearly county counts and schema details."
tasks_mini/k-5-d-3/task_5.json,error_tokens_reached,1,endgame validation loop,late candidate validation loop,"Filtered NY bridge, fire, ATM, and renewable datasets, then tried to finish with county-seat and violent-crime lookups.",Kept cycling through county lookups and partial dataset matches instead of closing the county comparison.,"Had the four county filters and county-seat candidates, then hit the tool cap while starting the fire-department stage.",34,1-33,"The run was still on the intended path, but the last county lookup was cut off by the hard tool limit.",Turn 24 queries the bridge dataset and finds the four counties; Turn 33 starts the fire-department directory lookup; Turn 34 is cancelled for tool limit,"The answer was already narrowed, but the run kept validating candidates or edge cases instead of submitting.",It cycled through county lookups and partial matches instead of closing the county comparison.,Budget-edge finishers,The county-filter chain was still on path and only the next lookup was cut off by the tool limit.
tasks_mini/k-7-d-3/task_7.json,error_tools_limit,1,endgame validation loop,late candidate validation loop,"Ran the same agency chain as the other U.S. agency tasks, then drilled into Wikipedia for the department head and alma mater.",Rechecked the federal-agency and Wikipedia lookup chain around the Park Police and Interior secretary.,It had identified the Park Police / Interior chain and was opening the secretary page when the tool limit hit.,30,4-29,The final reference read was cut off after the tool quota was exhausted.,"Turn 28 searches the Interior prefix, turn 29 lists secretary pages, turn 30 is the canceled read_file.","The answer was already narrowed, but the run kept validating candidates or edge cases instead of submitting.","After the Park Police / Interior chain was identified, it kept checking the secretary page for confirmation.",Budget-edge finishers,It had the Park Police and Interior chain and only lost the last reference read.
tasks_mini/k-6-d-4/task_5.json,error_tokens_reached,4,same-source repetition,same-source recompute loop,"Searched CACFP adult day care datasets for 2016-2019, identified the right rows files, and was opening the last year file.",Repeated CACFP year/name searches before settling on the year-specific rows files.,"It had the 2016, 2017, and 2019 rows files and was trying to open 2018 when the tool cap hit.",18-20; 23,13-17; 21-22,It burned turns on weak CACFP search variants and lost the final peek to the tool cap.,Turns 18-20 repeat CACFP name variants with no better hit; turn 23 peeks 2018 and gets canceled.,The run kept repeating near-duplicate work inside the same grounded source family.,It repeated CACFP year/name searches before settling on the year-specific rows files.,Same-source rediscovery and file/schema poking,It repeated CACFP year and name searches before settling on the rows files.
tasks_mini/k-3-d-3/task_1.json,error_tokens_reached,1,same-source repetition,school-report churn,"Cross-year NYC school progress reports were narrowed to repeated school names, but the run stopped while chasing another schema search for closing-gap fields.",Kept re-querying the same school names across years instead of consolidating the cross-year school comparison.,Turn 21 had the repeated high-school matches; turn 22 timed out on a schema search.,22,1-21,It spent the final turn on another schema search after the relevant school matches were already identified.,Turn 20-21 keep querying the same NYC school names across years; Turn 22 search_schema times out,The run kept repeating work inside the same grounded source family instead of moving the clue chain forward.,It kept re-querying the same school names across cross-year progress reports and closing-gap fields.,Budget-edge finishers,The cross-year school comparison was nearly done and only the last schema search was cut off.
tasks_mini/k-3-d-3/task_10.json,error_tokens_reached,1,same-source repetition,same-source recompute loop,"Compared the same Chicago library branches across circulation, visitors, and computer-session datasets, then crashed on the final turn before a submission.",Repeated the same top-branch ranking logic across related library metrics instead of converging to the intersection.,Turn 21 had the final branch-ranking query; turn 22 crashed at the max-token limit.,22,1-21,The run stayed on the same branch-ranking path until the model token budget was exhausted.,Turn 20-21 repeat top-branch queries across circulation and computer sessions; Turn 22 crashes at the max-token limit,The run kept repeating near-duplicate work inside the same grounded source family.,It repeated the same Chicago branch-ranking logic across closely related library metrics.,Budget-edge finishers,It stayed on the library-branch ranking path and ran out at the very end.
tasks_mini/k-3-d-3/task_3.json,error_tokens_reached,1,same-source repetition,school-report churn,"Built the school-progress-report plan, queried the four yearly elementary score files, then kept searching for the Bedford-linked school and its School Day source.",Kept switching among school-location and school-progress-report dataset families instead of finishing the join for the Bedford NTA school.,Turn 32 hit the tool limit while retrying a progress-report prefix search; the run then crashed on max tokens.,32,4-31,The run stayed exploratory too long at the end and ran out of budget before it could resolve the school-day lookup.,Turns 8-10 query the yearly elementary progress reports successfully; Turns 28-31 inspect school-location datasets that do not resolve the Bedford join; Turn 32 retries a 2010-2011 progress-report prefix and immediately hits the limit,The run kept repeating work inside the same grounded source family instead of moving the clue chain forward.,It kept switching among school-progress-report files and school-name variants instead of finishing the join.,Same-source rediscovery and file/schema poking,It had the yearly progress files but kept toggling among nearby school-location and progress-report sources.
tasks_mini/k-3-d-4/task_8.json,error_tools_limit,1,same-source repetition,same-source recompute loop,"Computed the Texas county capital-outlay intersections and started the release-count follow-up, but ran out before the final multi-year comparison could be finished.",Kept re-querying the same capital-outlay category and county filters after the top counties were already established.,Turn 27 hit the timeout warning while repeating the capital-outlay category query; turn 28 submitted [UNKNOWN].,27,20-26,"The run had the right dataset family, but the final verification loop consumed the remaining budget before the later-stage counts could be completed.",Turn 24 finds the 2018 top capital-outlay counties; Turn 25-26 pivot to the original-Texas-county check; Turn 27 is the repeated capital-outlay category query that times out,The run kept repeating near-duplicate work inside the same grounded source family.,It re-queried the same capital-outlay category and county filters after the top counties were established.,Stop-warning overruns,"After the county set was known, the final repeated capital-outlay query consumed the warning turn before submission."
tasks_mini/k-5-d-4/task_2.json,error_tokens_reached,1,same-source repetition,same-source recompute loop,"Computed Texas county capital-outlay averages, then kept refining the county query as the timeout approached.",Repeated the same county aggregation across years and retried with a broader capital-outlay filter after the warning.,Turn 29 triggered the timeout warning while still querying the same four Texas years.,29,1-28,It kept pushing the county aggregation when the evaluator had already warned to submit.,Turn 29 reruns capital-outlay county queries for 2018-2021; Tool result says submit_answer NOW after timeout,The run kept repeating near-duplicate work inside the same grounded source family.,It repeated the same Texas county aggregation across years as the timeout approached.,Stop-warning overruns,It kept the same county aggregation alive after the timeout warning instead of submitting.
tasks_mini/k-5-d-4/task_5.json,error_tokens_reached,1,same-source repetition,same-source recompute loop,Tried to identify Texas prison-intake counties and then chase the follow-on census and university filters.,"Kept querying the same county intake counts across years, then repeated the capital-outlay queries after the timeout warning.",Turn 29 was still running county aggregations when the evaluator warned to submit.,29,1-28,The budget was consumed by continued county aggregation instead of a final answer.,Turn 29 repeats capital-outlay queries with the expanded filter; Tool result says submit_answer NOW,The run kept repeating near-duplicate work inside the same grounded source family.,It kept re-running the county intake counts and the follow-on capital-outlay queries.,Stop-warning overruns,It repeated the county aggregation after the evaluator explicitly warned to submit.
tasks_mini/k-6-d-3/task_5.json,error_tokens_reached,1,same-source repetition,same-source recompute loop,"Built toward a Texas prison-intake county filter, then kept chasing the later census and university steps.",Repeated the same county aggregation across years and then kept refining the final county search after the plan was already clear.,Turn 29 triggered the timeout warning while still querying the Texas county rows.,29,1-28,The budget was still being spent on county aggregation instead of a final answer.,Turn 29 repeats capital-outlay queries with the broader filter; Tool result says submit_answer NOW after timeout,The run kept repeating near-duplicate work inside the same grounded source family.,The Texas county rows were repeatedly re-queried while the county plan was already clear.,Stop-warning overruns,It was still rerunning the county aggregation after the warning to submit.
tasks_mini/k-7-d-3/task_10.json,error_tokens_reached,1,same-source repetition,same-source recompute loop,"Compared Chicago budget ordinance and recommendations datasets, aggregated department totals, and then moved toward the final answer chain.",Reused the same Chicago budget family across ordinance and recommendations variants.,It had the 2019 department totals query and was making a final planning call when the tool limit hit.,29,18-28,"The last useful aggregation succeeded, but the final planning call was cut off by the tool budget.",Turns 23-28 discover and aggregate the Chicago budget tables; turn 29 is the canceled plan_ideal call.,The run kept repeating near-duplicate work inside the same grounded source family.,It reused the same Chicago budget family across ordinance and recommendations variants.,Budget-edge finishers,The last useful aggregation succeeded and only the final planning call was clipped.
tasks_mini/k-7-d-3/task_6.json,error_tools_limit,1,same-source repetition,same-source recompute loop,"Tracked the parking-fine, fuel-sales, LAX charter, and moving-violation chain to isolate the federal police agency and department head.",Reused the same parking/moving agency queries across the relevant years and added the fuel/LAX year-window checks.,It had the moving-violation counts and was on the final cross-year parking aggregation when the timeout hit.,29,4-28,The final parking aggregation was interrupted by the timeout.,Turns 26-28 stream and count the parking-violation files; turn 29 is the canceled moving-violations search.,The run kept repeating near-duplicate work inside the same grounded source family.,It kept reusing the parking/moving agency queries and fuel/LAX year checks across the same chain.,Budget-edge finishers,The final parking and moving-violation aggregation was interrupted right at the end.
tasks_mini/k-7-d-3/task_8.json,error_tools_limit,1,same-source repetition,same-source recompute loop,"Solved the year-window subproblems with jail census and LAX charter passengers, then computed parking-fine agencies and moved into the moving-violation counts.",Reused the same fuel/LAX year checks and parking/moving agency queries across the same January window.,It had the parking fine totals and was on the last January 2021 agency aggregation when the timeout hit.,29,4-28,The last aggregation query on parking fines was interrupted by the tool limit.,"Turn 14 computes the LAX charter year, turn 27 aggregates 2021 parking fines, turn 29 is the canceled moving-violations search.",The run kept repeating near-duplicate work inside the same grounded source family.,It repeated the same fuel/LAX and parking/moving agency checks across the January window.,Budget-edge finishers,The January 2021 agency aggregation was the last remaining step when timeout hit.
tasks_mini/k-6-d-4/task_1.json,error_tokens_reached,0,same-source repetition,same-source recompute loop,"Downloaded 2019-2022 Texas prison-release files, computed county consistency metrics, and kept comparing the leading counties.",Repeated county-count and dataset-name checks on the same Texas release files.,It had already narrowed to the most consistent counties and was still comparing Texas release data when tokens ran out.,,10-14,The run was still making progress and simply exhausted the model token budget.,Turn 11 runs the county-CV computation; turn 14 searches the Texas release prefix; turn 15 is the max-tokens crash.,The run kept repeating near-duplicate work inside the same grounded source family.,The Texas release files were rechecked with the same county-count and dataset-name comparisons.,Budget-edge finishers,The run stayed on the main Texas-release comparison path with no clear wasted tail.
tasks_mini/k-6-d-4/task_9.json,error_tokens_reached,0,same-source repetition,school-report churn,Compared school-progress-report files from 2006-2010 on environment scores for elementary schools.,Issued the same environment-score query year by year across successive school-progress-report files.,It had reached the 2009-2010 query and then the run crashed on tokens.,,7-22,It was still on the main yearly comparison path; there was no clear wasted tail before the token crash.,Turns 19-22 query the 2006-2007 through 2009-2010 environment-score files; then the log ends in a max-tokens crash.,The run kept repeating work inside the same grounded source family instead of moving the clue chain forward.,It issued the same environment-score query year by year across school-progress-report files.,Budget-edge finishers,The year-by-year school report comparison was still on the main path when tokens ran out.
tasks_mini/k-7-d-3/task_5.json,error_tokens_reached,0,same-source repetition,same-source recompute loop,"Worked through jail census, RGRTA ridership, Texas expenditure, and TDCJ release subproblems on the way to the final county-seat clue.","Repeated the same year-window and county-filter chain across jail, transit, Texas expenditures, and TDCJ files.",It had the Texas expenditure and TDCJ release files loaded and was still computing county filters when tokens ran out.,,4-20,The log shows steady chain execution rather than a dead-end loop; it simply exhausted the token budget.,"Turns 4-20 keep advancing the planned jail, transit, expenditure, and TDCJ steps; no clear redundant tail appears before the crash.",The run kept repeating near-duplicate work inside the same grounded source family.,"The same year-window and county-filter chain was repeated across the jail, transit, Texas, and TDCJ files.",Budget-edge finishers,The chain kept advancing and tokens ran out without a visible wasted tail.
tasks_mini/k-3-d-4/task_1.json,error_tokens_reached,16,search or discovery churn,search reformulation loop,"Solved the crime-incidents and county-income path up to a best-effort answer, then kept reformulating household-income rank searches until timeout.",Repeatedly searched for the same county income-rank concept with slightly different wording after the relevant county was already identified.,Turn 30 timed out on another income-rank search; turn 31 submitted the best-effort answer.,15-30,4-14,The run spent the late budget on near-duplicate income-rank searches instead of accepting the partial county result and submitting sooner.,"Turns 15-21 keep varying the ""average household income"" search; Turns 24-30 continue the same income-rank hunt with search_schema/search_value variants; Turn 30 hits a timeout warning before submit_answer",The run kept rephrasing or rerunning search and discovery steps without materially new grounding.,It repeatedly reformulated the same county-income rank search after the county was already identified.,Auxiliary evidence chase after narrowing the answer,"The county was already identified, but many late turns chased household-income ranking confirmation."
tasks_mini/k-4-d-4/task_3.json,error_tokens_reached,8,search or discovery churn,search reformulation loop,"Computed Texas county expenditure averages, then chased county-seat and student-percentage data for the top counties.",Kept reformulating county-seat and district-dataset searches after the top counties were already known.,Got the Texas county ranking and then spent the tail on county-page and district-dataset hunting without reaching the final district step.,24-31,1-23,"It had enough county ranking signal, but the later turns kept cycling through near-duplicate geography and dataset searches.","Turns 15-17 run execute_code to rank Texas counties by average expenditures; Turns 19-23 read county pages for Harris, Dallas, Tarrant, and friends; Turns 24-31 keep searching county-seat and identified-student-percentage datasets",The run kept rephrasing or rerunning search and discovery steps without materially new grounding.,The county-seat and district-dataset searches were reformulated repeatedly after the top counties were known.,Auxiliary evidence chase after narrowing the answer,"The Texas county ranking was known, but the run kept hunting county-seat and district corroboration."
tasks_mini/k-3-d-4/task_7.json,error_tokens_reached,7,search or discovery churn,search reformulation loop,"Used Missouri spending and county evidence to infer Route 66, but then spent the late budget chasing household-income rank data that did not resolve the answer.",Kept reformulating the same county-income search with search_value and search_schema after the route clue was already in hand.,Turn 21 received a timeout warning on the income-rank search; turn 22 submitted the best current answer.,15-21,4-14,"The answer path was clear enough, but the agent over-invested in a secondary county-income lookup and ran out of time.","Turns 15-21 repeatedly search for ""average household income"" county rank; Turn 21 is the timeout warning on the search loop; Turn 22 submits the Route 66 answer after the warning",The run kept rephrasing or rerunning search and discovery steps without materially new grounding.,The household-income search was reformulated several times after the route clue was already in hand.,Auxiliary evidence chase after narrowing the answer,"The route clue was already strong, but the tail kept hunting county-income corroboration."
tasks_mini/k-4-d-4/task_2.json,error_tokens_reached,6,search or discovery churn,search reformulation loop,"Tried to identify recurring WA contractor firms, then verify engineering firms against NY construction-manager projects and biography pages.","Kept re-trying search_value, search_schema, and search_prefix on the same contractor-rank and firm-name ideas.","Had the contractor lists, HDR/WSP/Jacobs leads, and active-construction-projects checks, then kept searching for a cleaner dataset name until the tool cap.",24-29,1-23,The run stayed on the same discovery path instead of closing the join and moving to the final extraction before the budget ran out.,Turn 19 queries top-20 contractors across FY2017-2020; Turn 23 checks active-construction-projects for Jacobs/WSP/HDR; Turns 24-29 keep firing new search_schema and search_prefix guesses,The run kept rephrasing or rerunning search and discovery steps without materially new grounding.,"It kept retrying search_value, search_schema, and search_prefix on the same contractor ideas.",Same-source rediscovery and file/schema poking,It had contractor and firm leads but kept probing dataset names and search variants for a cleaner source.
tasks_mini/k-5-d-3/task_3.json,error_tokens_reached,6,search or discovery churn,search reformulation loop,"Ranked Texas county expenditures, then searched for county-seat pages and a district-level student-percentage dataset.",Repeated county-name and district-dataset searches across several near-duplicate phrasings.,Got the top counties and then spent the tail searching county pages and school datasets without reaching the final district step.,24-29,1-23,"It had the county ranking signal, but the later turns kept cycling through county and district discovery instead of finishing the join.","Turns 15-17 compute the Texas county average-spending ranking; Turns 19-23 search county-seat pages for Harris, Dallas, and Tarrant; Turns 24-29 keep probing county and district dataset names",The run kept rephrasing or rerunning search and discovery steps without materially new grounding.,It kept rephrasing the county-name and district-dataset searches after the main ranking was clear.,Auxiliary evidence chase after narrowing the answer,"After ranking the counties, it kept searching county pages and district datasets instead of closing the join."
tasks_mini/k-5-d-3/task_1.json,error_tokens_reached,4,search or discovery churn,search reformulation loop,"Identified Eleanor Roosevelt High School and then chased the Warm Springs, Georgia population clue.",Kept reformulating Warm Springs population and gazetteer searches after the city was already identified.,Had Warm Springs as the target city and was still probing census-style datasets for the exact population.,17-24,1-16,The run spent too many turns on near-duplicate population lookups instead of stopping once the city was already clear.,Turns 14-16 search Eleanor Roosevelt and Warm Springs; Turns 17-24 keep trying Warm Springs population and gazetteer queries; Turn 25 gets a timeout warning before the final submit,The run kept rephrasing or rerunning search and discovery steps without materially new grounding.,The Warm Springs population clue was searched in several nearly identical forms after the city was known.,Auxiliary evidence chase after narrowing the answer,"Warm Springs was already identified, but the run kept reformulating population lookups."
tasks_mini/k-7-d-4/task_4.json,error_tokens_reached,14,source drift or reset,source-family drift or rediscovery reset,"It chased the Duolingo and Pittsburgh path, then reopened school-dataset discovery instead of finishing the county math.",It kept resetting to unrelated entity searches and then re-entering school dataset discovery.,"After the plan reset, it was still hunting for source datasets when the tool budget ran out.",26-39,1-25,A long detour into unrelated Pittsburgh and Duolingo pages and a late rediscovery loop consumed the remaining budget.,Turn 26 search_prefix on Pittsburgh starts an off-path detour; Turns 29-31 repeat the same pattern with Duolingo; Turn 39 list_files is cancelled at the tool limit,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",It reset into unrelated entity searches and then re-entered school dataset discovery.,Off-path detours and rediscovery resets,A long Pittsburgh and Duolingo detour plus late rediscovery consumed the remaining budget.
