task_id,log_error_bucket,estimated_wasted_turns,turn_waste_global_group,turn_waste_global_subtype,turn_waste_summary,turn_repeated_behavior,turn_progress_stop_point,wasted_turn_ranges,productive_turn_ranges,turn_budget_failure_reason,turn_waste_evidence,turn_waste_global_group_reason,turn_waste_global_subtype_reason,turn_waste_local_group,turn_waste_local_group_reason
tasks_mini/k-3-d-3/task_1.json,error_tokens_reached,7,same-source repetition,school-report churn,"Tracked the NYC high-school candidate across years, then kept re-ranking the same score tables instead of moving to the neighborhood chain.",Repeated top-score queries for 2009-10 and 2010-11 after the school candidate was already identified.,after finding the candidate DBN 10X477 and before the neighborhood/bridge lookup,21-27,1-20,The agent kept recomputing school rankings across years rather than following the discovered school into the neighborhood and burial lookup.,"Turn 20 queries DBN 10X477 directly, which is the candidate school.; Turns 21-27 keep re-running 2009-10 and 2010-11 high-school score lists.",The run kept repeating work inside the same grounded source family instead of moving the clue chain forward.,Kept re-ranking the same school score tables after the candidate was already identified.,Duplicate query loops,"After the candidate school was identified, it kept reranking the same school score tables across years."
tasks_mini/k-5-d-4/task_10.json,error_tokens_reached,6,same-source repetition,same-source recompute loop,"Ranked Texas counties by capital outlay and then started the prison-release follow-up, but burned turns on duplicate search/query loops.","Repeated the same broad search, then repeated capital-outlay queries on the same county tables.","After the capital-outlay ranking, it was still duplicating queries when the prison-release follow-up began.",5-6; 18-19; 25-26,1-4; 7-17; 20-24; 27-35,Duplicate searches and repeated county-table queries delayed the prison-release stage.,Turns 5-6 repeat the same search_ideal query; Turns 18-19 repeat the same 2018 capital-outlay category query; Turns 25-26 repeat the same Harris capital-outlay sum query,The run kept repeating near-duplicate work inside the same grounded source family.,Repeated search and capital-outlay queries on the same county tables instead of moving forward.,Duplicate query loops,The run burned turns on repeated searches and repeated county-table queries after the path was known.
tasks_mini/k-3-d-3/task_10.json,error_tokens_reached,5,same-source repetition,same-source recompute loop,"Read Chicago library circulation, visitors, and computer-session tables for 2019-2021, then kept re-querying the same yearly top lists.",Repeated top-list queries for visitors and computer sessions after the branch candidates were already visible.,after the three yearly computer-session tables were loaded and before the final intersection was submitted,23-27,1-22,It spent the tail revisiting the same Chicago library rankings instead of intersecting the candidate branch sets and answering.,Turn 23 repeats the 2021 visitors query and is cancelled by a stagnation warning.; Turns 25-27 repeat the 2019-2021 computer-session top lists.,The run kept repeating near-duplicate work inside the same grounded source family.,Repeated top-list queries on the same Chicago library tables after the branch candidates were visible.,Duplicate query loops,It kept repeating yearly Chicago library top-list queries after the branch candidates were already visible.
tasks_mini/k-2-d-4/task_2.json,error_tokens_reached,4,same-source repetition,same-source recompute loop,"Filtered Texas cities with diabetes prevalence over 12% across 2016-2019 and checked 2020 population, then drifted into a second pass on adjusted prevalence.",Re-ran the same year-by-year diabetes filter on `DIABETES_AdjPrev` after the crude-prevalence set was already computed.,after the census population check and the cancelled set-intersection code attempt,19-22,1-18,It spent the tail revisiting the same Texas city filters instead of finishing the final intersection and submission.,"Turn 18 runs code to intersect the year sets and filter by population, but it is cancelled.; Turns 19-22 repeat the diabetes queries for 2016-2019 using `DIABETES_AdjPrev`.",The run kept repeating near-duplicate work inside the same grounded source family.,Re-ran the same diabetes filter on the same source family with only a column variant changed.,Duplicate query loops,It reran the same Texas diabetes filter on adjusted prevalence after the crude-prevalence set was already computed.
tasks_mini/k-7-d-4/task_10.json,error_tokens_reached,4,same-source repetition,school-report churn,"It solved the gasoline-tax and school-progress setup, then got stuck repeating the same school-progress-report queries across years.",Repeated nearly identical top-5 environment-score queries for the four school-progress-report years.,Had already loaded the four yearly school-progress reports and was rerunning those queries when the trace hit max tokens.,22-25,1-21,The tail repeated year-by-year school-progress extraction instead of consolidating the intersection and finishing.,Turns 22-25 re-query the 2006-2007 through 2009-2010 school-progress reports; No answer before MaxTokensReachedException,The run kept repeating work inside the same grounded source family instead of moving the clue chain forward.,Repeated school-progress-report queries across years after the main setup was complete.,Duplicate query loops,It repeated nearly identical school-progress-report queries across years after the setup was already complete.
tasks_mini/k-5-d-4/task_4.json,error_tokens_reached,3,same-source repetition,same-source recompute loop,"Tracked MoDOT, overtime, and 500-cities sources, but kept re-running near-duplicate ELA/binge-drinking queries and hit a stagnation warning.",Repeated filter variants on the same assessment and binge-drinking tables.,"It had the main sources, then got stuck on 2018 binge-drinking/Chicago lookups and a stagnation nudge.",19-21,1-18,The run spent too many turns on overlapping filter checks and never converged on a final answer.,Turn 19 hits a malformed 2018 500-cities CSV while checking binge-drinking years; Turn 21 retries a Chicago BINGE grep and triggers a stagnation nudge before the crash,The run kept repeating near-duplicate work inside the same grounded source family.,Repeated near-duplicate queries on the same assessment and binge-drinking tables.,Duplicate query loops,It kept rerunning near-duplicate ELA and binge-drinking queries on the same tables.
tasks_mini/k-2-d-3/task_8.json,error_tools_limit,8,search or discovery churn,search reformulation loop,"Built circulation and visitor top lists for Chicago library branches, then spent the tail chasing the Washington spelling across the same files.",Repeated grep/query checks for 'Washington'/'Washtington' across the 2019-2021 library files.,after the year-by-year top lists were visible and before the final intersection was submitted,14-21,1-13,"Instead of intersecting the already-found candidate branches, it kept rechecking the same branch name in circulation and visitor files until the tool limit warning.",Turn 15 repeats grep_file('Washtington') after a cancel warning.; Turns 17-21 keep re-running the same library files and hit the tool limit.,The run kept rephrasing or rerunning search and discovery steps without materially new grounding.,Repeated Washington spelling checks across the same files without new grounding.,Duplicate query loops,The tail kept rechecking Washington and the spelling variant across the same files instead of intersecting the already-found candidates.
tasks_mini/k-6-d-3/task_6.json,error_tokens_reached,2,search or discovery churn,search reformulation loop,Found the Chicago library datasets and then wasted two early turns repeating the same broad search before finishing the branch-year extraction.,Repeated the identical search_ideal query at the start.,"It had the library datasets in hand, then spent two turns repeating the same broad search.",5-6,1-4; 7-28,A small duplicate-search loop wasted the early budget.,Turns 5-6 repeat the same Chicago library search_ideal query verbatim,The run kept rephrasing or rerunning search and discovery steps without materially new grounding.,Repeated the same broad search query at the start without adding new grounding.,Duplicate query loops,It repeated the same Chicago library search at the start instead of advancing the task.
tasks_mini/k-3-d-4/task_7.json,error_tools_limit,6,source drift or reset,source-family drift or rediscovery reset,"Missouri state spending averages led to Route 66, but the tail got spent on replanning and re-querying.","After the yearly totals were in hand, it replanned and reopened discovery instead of closing out.",Turn 23 finishes the yearly totals; turns 24-29 are repeated replanning/exploration before the tool cap.,24-29,1-23,"The core spending evidence was already there, but it kept cycling through discovery and search until the tool limit stopped it.",Turn 23 queries 2008-2010 totals; Turn 29 hits the 30/30 tool limit after more discovery calls,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.","After getting the yearly totals, it reopened discovery instead of finishing the established path.",Source drift and rediscovery,"After the spending totals were known, it replanned and reopened discovery instead of closing out."
tasks_mini/k-3-d-4/task_8.json,error_tokens_reached,5,source drift or reset,source-family drift or rediscovery reset,"Texas county capital-outlay ranking drifted into source-hunting and mismatched follow-up queries, then ran out of tokens.",Kept chasing new source candidates instead of consolidating the intersected counties.,Turn 10 is the last useful county-ranking step; turns 11-15 drift into low-yield source searches and follow-ups.,11-15,1-10,"Once the top counties were partly established, the run started searching for 'next sources' and probing unrelated datasets before exhausting tokens.","Turn 11 searches only for 'next sources'; Turns 13-15 query release, disability, and category data","After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",Kept chasing new source candidates instead of consolidating the already intersected counties.,Source drift and rediscovery,It chased new source candidates and mismatched follow-up queries instead of consolidating the county set.
tasks_mini/k-5-d-3/task_5.json,error_tokens_reached,5,source drift or reset,source-family drift or rediscovery reset,"Computed TDCJ county averages, then drifted into the wrong school-nutrition dataset family while trying to reach the later district step.",Switched from extraction to a wrong source family and kept validating it.,"After the county-average step, it stayed in school-nutrition source hunting until timeout.",13-17,1-12,Budget went to the wrong dataset family instead of the identified-student-percentage extraction.,Turns 13-16 inspect school nutrition program files instead of the identified-student-percentage source; Turn 17 times out on Lake Worth district lookup after the detour,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",It left the county-average path and drifted into the wrong school-nutrition source family.,Source drift and rediscovery,It switched into the wrong school-nutrition source family and kept validating that detour.
tasks_mini/k-4-d-4/task_3.json,error_tokens_reached,3,source drift or reset,source-family drift or rediscovery reset,WA/NY firm search derailed quickly into an unrelated Texas dataset.,"After one generic continuation search, it pivoted to the wrong dataset family entirely.",Turn 5 is a low-yield continuation search; turn 7 is already peeking a Texas expenditures file unrelated to the plan.,5-7,1-4,The agent lost the thread after the first search and spent the rest of the budget on mismatched discovery.,Turn 5 searches only for 'continue'; Turn 7 peeks texas-state-expenditures-by-county-2018,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",The search pivoted from the firm task into an unrelated Texas dataset family.,Source drift and rediscovery,The search quickly drifted from the WA/NY firm path into an unrelated Texas dataset family.
tasks_mini/k-6-d-4/task_7.json,error_tokens_reached,3,source drift or reset,source-family drift or rediscovery reset,"Built out the DC permit and related source set, but kept cycling through generic search and repeat peeks instead of intersecting the planned datasets.",Repeated generic source search plus duplicate peeks on permit and street-sweeping files.,"After locating the permit and related sources, it drifted back into repeated peeks instead of intersecting them.",11; 17-18,1-10; 12-16; 19,Repeated generic search and peeking consumed the tail before the final intersection.,Turn 11 is a generic 'remaining planned sources' search; Turns 17-18 repeat peeks on the same street-sweeping and building-permit sources,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",It cycled through generic search and peeks instead of intersecting the planned datasets.,Source drift and rediscovery,The run kept cycling through generic search and repeated peeks on permit and street-sweeping files.
tasks_mini/k-3-d-4/task_9.json,error_tokens_reached,2,source drift or reset,source-family drift or rediscovery reset,"Texas counties and release data were mostly gathered, then the agent got stuck rediscovering the original counties list.",Revisited the same counties-source question after already reading the counties list and release data.,Turn 18 reads the counties list; turns 19-20 restart discovery on the same question.,19-20,1-18,"The agent was still searching for the baseline counties source instead of closing the intersection, so it ran out of tokens.",Turn 18 reads List_of_counties_in_Texas; Turn 20 searches for an 'original 23 Texas counties' dataset,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",Returned to the counties-source question after that source family had already been read.,Source drift and rediscovery,"It revisited the original counties source after already reading it, which was rediscovery rather than progress."
tasks_mini/k-5-d-4/task_9.json,error_tokens_reached,1,source drift or reset,source-family drift or rediscovery reset,"Started the DC permit pipeline, found the later source families, but kept broadening source discovery instead of finishing the first-stage intersection.",Kept broad discovery searches instead of collapsing to one permit/intersection path.,"It found the permit and related source files, but never returned to the first-stage aggregation.",11,1-10; 12-19,It widened discovery instead of narrowing to one DC county path.,Turn 11 searches for 'remaining planned sources' instead of extracting from the permit files,"After making progress, the run drifted back into rediscovery or pivoted into the wrong adjacent source family.",Kept broadening discovery around permit sources instead of locking into the first intersection path.,Source drift and rediscovery,It widened discovery instead of narrowing to the single permit/intersection path.
tasks_mini/k-6-d-4/task_1.json,error_tokens_reached,17,source inspection or schema thrash,nces school-location spiral,"Found ACT and school-district-office sources, then looped through repeated rediscovery and peeking of public/private/postsecondary school files.",Repeated discover-data/search/list/peek cycles on already found school-location datasets.,"After ACT and the school-district-office source were found, it kept reopening the same related school files.",17-33,1-16,Repeated rediscovery of the same school sources ate the tail.,Turns 17-20 repeat discover-data and search_ideal around the same public-school source family; Turns 24-33 keep reopening public/private/postsecondary files and end with a repeated Iowa City grep,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",Repeated rediscovery and peeking across NCES-style school-location files.,NCES school-location spiral,It kept rediscovering and reopening the same school-location datasets instead of finishing the county aggregation.
tasks_mini/k-7-d-4/task_8.json,error_tokens_reached,3,source inspection or schema thrash,nces school-location spiral,"Identified EdX and MITx, then spent the rest of the run probing Cambridge, MA school datasets and GeoJSON shapes.",Repeated `continue` searches and schema checks on the same files instead of moving cleanly to the county aggregation.,"Turn 18: the Cambridge, MA district-office query timed out before extraction finished.",11-12; 18,1-10; 13-17,"It burned turns re-reading Cambridge and re-probing the same current files, so the final county query hit the timeout before the answer step.","Turns 11-12 reread `Cambridge,_Massachusetts` after the initial search; Turn 11 triggers a stagnation nudge for repeated inspect calls; Turns 14-17 keep peeking and type-checking the same current datasets","The run got trapped in file inspection, schema probing, or repeated source-field proof work.",Kept probing the Cambridge school-location files and their shapes instead of closing the county step.,NCES school-location spiral,It repeated continue searches and schema checks on the same Cambridge-area school files.
tasks_mini/k-7-d-4/task_9.json,error_tokens_reached,3,source inspection or schema thrash,nces school-location spiral,"Found Graham Holdings and Fort Lauderdale, then used the NCES current/private/postsecondary files to chase the county-level aggregate.",Repeated `discover-data` calls and repeated peeks of the same NCES files before the final query.,Turn 22 timed out on the final postsecondary feature-extraction query.,9-10; 22,1-8; 11-21,The agent spent extra turns re-finding sources and then hit the timeout on the last postsecondary extraction before it could submit.,Turns 9-10 repeat `discover-data` after the source family is already known; Turn 13 batches several peeks over the same current/private/postsecondary files; Turn 22 is the timeout on the final postsecondary query,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",Repeated discovery and peeks on NCES files while chasing the final county-level aggregate.,NCES school-location spiral,It kept repeating discover-data and peeks on the same NCES files before the final query timed out.
tasks_mini/k-2-d-4/task_4.json,error_tokens_reached,2,source inspection or schema thrash,problematic-data recovery thrash,"Loaded Washington report-card files, verified ELA schema, and kept retrying the same district filter as CSV parsing broke.",Repeated the same SBAC/ELA district-count query on the 2014-15 report-card file after parser errors.,after the 2014-15 ELA district-count query started failing on CSV conversion,13-14,1-12,The run got stuck resolving file-parse issues and never reached the county mapping step.,Turn 13 issues the same 2014-15 SBAC/ELA district-count query and gets cancelled.; Turn 14 retries it and hits a CSV conversion error on `DistrictOrganizationId`.,"The run got trapped in file inspection, schema probing, parse recovery, or other source-shape workarounds.",CSV parsing broke and the run kept retrying the same district query on the report-card file.,Duplicate query loops,The run repeated the same SBAC and ELA district-count query after parser trouble instead of advancing.
tasks_mini/k-6-d-4/task_9.json,error_tokens_reached,2,source inspection or schema thrash,nces school-location spiral,"It identified the New York department, Albany, and the school-location datasets, then kept querying the same school files until the timeout hit.",Kept bouncing among the school-location files instead of closing the county/FIPS intersection.,Had the New York and Albany sources in hand and was still peeking the private-school file when the timeout landed.,18-19,1-17,The last turns stayed on school-source inspection and timed out before the county comparison was finished.,Turn 18 peeks the private-school file after the public-school and postsecondary sources are loaded; Turn 19 crashes with MaxTokensReachedException,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",Bounced among school-location files while trying to close the county/FIPS intersection.,NCES school-location spiral,It bounced among school-location files and timed out before the county comparison was done.
tasks_mini/k-7-d-3/task_7.json,error_tokens_reached,2,source inspection or schema thrash,nces school-location spiral,It located the school datasets and was trying to pin down the city/county match when the trace timed out.,Kept cycling through the large public/private school location files to resolve the county match.,Had the school-location files identified and was still peeking the private-school source when the timeout landed.,18-19,1-17,The run stayed on large school-location inspection instead of finishing the county/FIPS extraction before the timeout.,Turn 18 peeks private-school-locations-current-f7d96 and times out; Turn 19 crashes with MaxTokensReachedException,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",Kept cycling through public/private school location files to resolve the county match.,NCES school-location spiral,It cycled through public and private school-location files while trying to resolve the county match.
tasks_mini/k-7-d-3/task_9.json,error_tokens_reached,2,source inspection or schema thrash,nces school-location spiral,"It found the department and school-location sources, then kept narrowing county/FIPS and postsecondary counts until the run hit the limit.",Repeated discover-data and file peeks on the school-location sources instead of closing the county calculation.,Had the relevant New York and Albany source files and was still querying school-district-office rows when the timeout warning fired.,23-24,1-22,The last query stayed on the same school-location lookup and never reached the final arithmetic before the hard stop.,Turn 23 query_file on school-district-office-locations-2022-23 times out; Turn 24 crashes with MaxTokensReachedException,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",Repeated school-location peeks instead of finishing the county calculation.,NCES school-location spiral,It kept peeking the school-location sources instead of closing the county calculation.
tasks_mini/k-7-d-4/task_1.json,error_tokens_reached,2,source inspection or schema thrash,nces school-location spiral,"It found the school and location datasets, then kept trying to resolve the city/county match for Mountain View and Santa Clara County until the timeout.",Kept re-querying the same school-location sources for the city/county filter.,Had the public/private/postsecondary school files loaded and was still querying the school-district-office file when the timeout landed.,23-24,1-22,The agent spent the tail on one more location query and then crashed before it could finish the county/FIPS lookup.,Turn 23 queries the school-district-office file for Mountain View and Santa Clara County; Turn 23 times out; turn 24 crashes,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",Kept re-querying school-location sources for the city/county filter.,NCES school-location spiral,It repeatedly queried the same school-location sources while narrowing the city/county match.
tasks_mini/k-7-d-4/task_6.json,error_tokens_reached,2,source inspection or schema thrash,problematic-data recovery thrash,"Identified Instructure and then tried to compute Utah county counts from current district, public, private, and postsecondary files.","Repeated schema peeks and query retries on large GeoJSON files, especially the private-school file that was not directly queryable.",Turn 32 retried `SELECT * FROM t LIMIT 1` on the private-school file after a binder error on the previous turn.,31-32,1-30,"The run lost time trying to query the private-school GeoJSON through the wrong schema path, then ran out of time before the corrected aggregation could finish.",Turn 31 fails with a binder error on `STFIP`; Turn 32 immediately retries the same private-school file with `SELECT * FROM t LIMIT 1`; Turns 23-30 keep peeking and rechecking file variants instead of finishing the aggregation,"The run got trapped in file inspection, schema probing, parse recovery, or other source-shape workarounds.",Repeated schema peeks and query retries on a large GeoJSON-like file after binder errors.,NCES school-location spiral,It retried schema peeks and queries on the same large GeoJSON school files instead of finishing the aggregation.
tasks_mini/k-7-d-4/task_2.json,error_tokens_reached,1,source inspection or schema thrash,nces school-location spiral,"Used Wikipedia/org discovery to identify ACT and Jon Whitmore, then checked NCES school-location files to build the county-level counts.",Kept broad-searching and peeking dataset structure across the same NCES files instead of narrowing straight to the final county aggregation.,"Turn 21 timed out on a dummy `json_each('[1,2,3]')` query before submit.",21,1-20,Most of the budget went to discovery and schema confirmation; the last query was unhelpful and hit the timeout before the answer could be submitted.,"Turn 12 triggers a stagnation nudge after repeated inspect calls; Turns 9-20 keep cycling through file lists, peeks, and schema checks on the same NCES datasets; Turn 21 queries `json_each('[1,2,3]')` instead of the target data","The run got trapped in file inspection, schema probing, or repeated source-field proof work.",Stayed in NCES-style school-location files and broad discovery instead of narrowing to the county aggregate.,NCES school-location spiral,It kept broad-searching and peeking the same NCES files instead of narrowing to the final county aggregation.
tasks_mini/k-7-d-4/task_3.json,error_tokens_reached,1,source inspection or schema thrash,nces school-location spiral,"Found GRE/ETS and Princeton, then moved into NCES dataset inspection and county aggregation on New Jersey.",Re-searched broad sources and rechecked dataset shape after the relevant files were already located.,Turn 20 timed out on the private-school county-count query for `STFIP = '34'`.,20,1-19,"The run got the right state and source files, but the final private-school aggregation was still too broad and exhausted the remaining time.",Turn 9 searches for `continue` instead of a target file or field; Turns 13-18 keep peeking and querying the same NCES files; Turn 20 is the first state-filtered private-school aggregation and it times out,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",Moved into NCES dataset inspection and kept rechecking shapes after the relevant files were found.,NCES school-location spiral,It kept rechecking the same NCES school files and dataset shape after the relevant files were already located.
tasks_mini/k-7-d-4/task_7.json,error_tokens_reached,1,source inspection or schema thrash,nces school-location spiral,"Found Code.org and Ali Partovi, then worked through Seattle and King County NCES location files to compute the county expression.",Kept alternating between broad dataset discovery and repeated peeks of the same district and postsecondary files.,Turn 22 timed out on the King County district-office query.,22,1-21,"The run made solid progress on the target county, but the final county-filtered district-office query was too slow and hit the wall.",Turns 7-8 repeat `search_ideal` instead of extracting a field; Turns 12-18 repeatedly inspect the same dataset families; Turn 22 is the timeout on the county-filtered district-office query,"The run got trapped in file inspection, schema probing, or repeated source-field proof work.",Alternated between discovery and repeated peeks of the same school-location files.,NCES school-location spiral,It alternated between broad discovery and repeated peeks of the same district and postsecondary files.
