path,category,reason,real_answer_change_count,same_answer_rewrite_count,peek,other_changes
k-3-d-5/task_1.json,REAL_ANSWER_CHANGE,final answer changed; 7 node answer(s) changed,8,0,"final answer: 1693 -> Friesland
node 1 REAL: [""MANHATTAN BRIDGES HIGH SCHOOL"", ""BEDFORD ACADEMY HIGH SCHOOL"", ""MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES"", ""HIGH SCHOOL FOR CONT... -> [""Manhattan Bridges High School"", ""Bedford Academy High School"", ""Marble Hill High School for International Studies"", ""High School for Cont...
node 2 REAL: [""BROOKLYN INTERNATIONAL HIGH SCHOOL"", ""GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS"", ""HIGH SCHOOL FOR CONTEMPORARY ARTS"", ""BE... -> [""Brooklyn International High School"", ""Gregorio Luperon High School"", ""High School for Contemporary Arts"", ""Bedford Academy High School"", ...
node 3 REAL: [""HIGH SCHOOL OF HOSPITALITY MANAGEMENT"", ""BEDFORD ACADEMY HIGH SCHOOL"", ""WILLIAMSBURG PREPARATORY SCHOOL"", ""SOUTH BRONX PREPARATORY: A COL... -> [""High School of Hospitality Management"", ""Bedford Academy High School"", ""Williamsburg Preparatory School"", ""South Bronx Preparatory"", ""Mar...
node 4 REAL: [""Theatre Arts Production Company School"", ""Brooklyn International High School at Water's Edge"", ""Williamsburg Preparatory School"", ""Marble... -> [""Theatre Arts Production Company School"", ""Brooklyn International High School"", ""Williamsburg Preparatory School"", ""Marble Hill High Schoo...
node 5 REAL: [""Brooklyn International High School"", ""Manhattan Village Academy"", ""It Takes a Village Academy"", ""Williamsburg High School for Architectur... -> [""Brooklyn International High School"", ""Manhattan Village Academy"", ""It Takes a Village Academy"", ""Williamsburg High School for Architectur...
node 6 REAL: [""Spuyten Duyvil"", ""Marble Hill""] -> Frederick Philipse
node 7 REAL: King's Bridge -> Friesland","question wording changed; node fields changed: answer:7, fact:7, node_ids/count:1, source:2, subquestion:2; datasets_used changed; reasoning_chain changed; reasoning_hops changed"
k-4-d-1/task_4.json,REAL_ANSWER_CHANGE,3 node answer(s) changed,3,0,"node 1 REAL: Wallops Flight Facility -> EAARL (Experimental Advanced Airborne Research Lidar)
node 2 REAL: Accomack County -> Wallops Flight Facility
node 3 REAL: Chincoteague -> Accomack County","question wording changed; node fields changed: answer:3, fact:3, node_ids/count:1, source:2, subquestion:3; datasets_used changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-2/task_4.json,REAL_ANSWER_CHANGE,1 node answer(s) changed,1,0,node 2 REAL: 2023-02-23T00:00:00 -> 2023-01-06T00:00:00,"question wording changed; node fields changed: answer:1, fact:4, subquestion:2; datasets_used changed; reasoning_chain changed; reasoning_hops changed"
k-4-d-3/task_1.json,REAL_ANSWER_CHANGE,3 node answer(s) changed,3,0,"node 1 REAL: {""Magnet School for Science & Technology"": 14, ""PS 130 The Parkside"": 13.1, ""PS 172 Beacon School of Excellence"": 23.5, ""PS 321 William Pen... -> [""PS 321 William Penn"", ""PS 107 John W Kimball""]
node 2 REAL: {""Magnet School of Math, Science and Design Techno"": 21.2, ""PS 130 The Parkside"": 20.5, ""PS 146"": 21.6, ""PS 15 Patrick F. Daly"": 22.3, ""PS ... -> [""PS 321 William Penn"", ""PS 10 Magnet School""]
node 3 REAL: {""Magnet School of Math, Science and Design Techno"": 21.5, ""PS 107 John W. Kimball"": 17.8, ""PS 172 Beacon School of Excellence"": 25, ""PS 32... -> [""PS 321 William Penn"", ""PS 10 Magnet School""]","question wording changed; node fields changed: answer:3, depends_on:6, fact:4, limit:3, subquestion:6; datasets_used changed; practical_motivation changed; reasoning_chain changed; reasoning_hops changed"
k-4-d-3/task_10.json,REAL_ANSWER_CHANGE,3 node answer(s) changed,3,0,"node 1 REAL: [""Erie"", ""Monroe"", ""Westchester"", ""Onondaga"", ""Nassau""] -> [""Erie County"", ""Monroe County"", ""Westchester County"", ""Onondaga County"", ""Nassau County""]
node 2 REAL: [""Monroe"", ""Suffolk"", ""Erie"", ""Westchester"", ""Onondaga"", ""Orange"", ""Broome"", ""Albany"", ""Niagara"", ""Oneida""] -> [""Erie County"", ""Monroe County"", ""Westchester County"", ""Onondaga County"", ""Suffolk County""]
node 3 REAL: [""Suffolk"", ""Nassau"", ""Erie"", ""Monroe""] -> [""Suffolk County"", ""Nassau County"", ""Erie County"", ""Monroe County""]","question wording changed; node fields changed: answer:3, fact:3, limit:1, subquestion:8; datasets_used changed; practical_motivation changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-3/task_11.json,REAL_ANSWER_CHANGE,3 node answer(s) changed,3,0,"node 1 REAL: [""Marshall County"", ""Floyd County"", ""Clayton County"", ""Crawford County"", ""Des Moines County"", ""Clinton County"", ""Lee County"", ""Tama County""... -> [""Allamakee County"", ""Appanoose County"", ""Benton County"", ""Black Hawk County"", ""Butler County"", ""Chickasaw County"", ""Clayton County"", ""Clin...
node 2 REAL: [""Fremont"", ""Poweshiek"", ""Guthrie"", ""Clarke"", ""Floyd"", ""Hamilton"", ""Pottawattamie"", ""Jasper"", ""Scott"", ""Black Hawk""] -> [""Adair County"", ""Allamakee County"", ""Audubon County"", ""Benton County"", ""Black Hawk County"", ""Bremer County"", ""Calhoun County"", ""Cedar Coun...
node 3 REAL: [""Polk"", ""Linn"", ""Scott"", ""Johnson"", ""Dallas"", ""Black Hawk"", ""Dubuque"", ""Woodbury"", ""Story"", ""Pottawattamie""] -> [""Black Hawk County"", ""Scott County"", ""Dallas County"", ""Dubuque County"", ""Johnson County"", ""Linn County"", ""Polk County"", ""Pottawattamie Cou...","question wording changed; node fields changed: answer:3, fact:3, limit:2, subquestion:7; datasets_used changed; practical_motivation changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-3/task_12.json,REAL_ANSWER_CHANGE,1 node answer(s) changed,1,0,"node 3 REAL: {""CORRECTIONS"": 13107, ""SOCIAL SERVICES"": 8932, ""TRANSPORTATION"": 6956} -> CORRECTIONS","node fields changed: answer:1, fact:1, subquestion:6; datasets_used changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-3/task_2.json,REAL_ANSWER_CHANGE,7 node answer(s) changed,7,0,"node 2 REAL: [""PS 003"", ""PS 009"", ""PS 011"", ""PS 016"", ""PS 020"", ""PS 046"", ""PS 054"", ""PS 056"", ""PS 067"", ""PS 256"", ""PS 270"", ""PS 316""] -> [""PS 003"", ""PS 009"", ""PS 011"", ""PS 046"", ""PS 056"", ""PS 067"", ""PS 270"", ""...""]
node 3 REAL: [""PS 003"", ""PS 009"", ""PS 011"", ""PS 016"", ""PS 020"", ""PS 046"", ""PS 054"", ""PS 056"", ""PS 067"", ""PS 256"", ""PS 270""] -> [""PS 003"", ""PS 009"", ""PS 011"", ""PS 046"", ""PS 056"", ""PS 067"", ""PS 270"", ""...""]
node 4 REAL: [""PS 003"", ""PS 009"", ""PS 011"", ""PS 016"", ""PS 020"", ""PS 054"", ""PS 056"", ""PS 067"", ""PS 256"", ""PS 270"", ""PS 316""] -> [""PS 003"", ""PS 009"", ""PS 011"", ""PS 046"", ""PS 056"", ""PS 067"", ""PS 270"", ""...""]
node 5 REAL: [""PS 003"", ""PS 011"", ""PS 046"", ""PS 054"", ""PS 056"", ""PS 256"", ""PS 270""] -> [""PS 003 The Bedford Village"", ""PS 011 Purvis J. Behan"", ""PS 046 Edward C. Blum"", ""PS 054 Samuel C. Barnes"", ""PS 056 Lewis H. Latimer"", ""PS...
node 6 REAL: {""Ps 11 Purvis J Behan"": 24, ""Ps 256 Benjamin Banneker"": 2, ""Ps 270 Joanne Dekalb"": 4, ""Ps 3 The Bedford Village"": 7, ""Ps 54 Samuel C Barne... -> {""PS 003 The Bedford Village"": 7, ""PS 009 Teunis G. Bergen"": 13, ""PS 011 Purvis J. Behan"": 24, ""PS 046 Edward C. Blum"": 22, ""PS 056 Lewis H...
node 7 REAL: {""Ps 11 Purvis J Behan"": 15, ""Ps 256 Benjamin Banneker"": 13, ""Ps 270 Johann Dekalb"": 5, ""Ps 3 The Bedford Village"": 6, ""Ps 54 Samuel C Barn... -> {""PS 003 The Bedford Village"": 6, ""PS 009 Teunis G. Bergen"": 5, ""PS 011 Purvis J. Behan"": 15, ""PS 046 Edward C. Blum"": 13, ""PS 056 Lewis H....
node 8 REAL: {""Ps 11 Purvis J Behan"": 22, ""Ps 256 Benjamin Banneker"": 7, ""Ps 270 Johann Dekalb"": 4, ""Ps 3 The Bedford Village"": 12, ""Ps 54 Samuel C Barn... -> {""PS 003 The Bedford Village"": 12, ""PS 009 Teunis G. Bergen"": 4, ""PS 011 Purvis J. Behan"": 22, ""PS 046 Edward C. Blum"": 15, ""PS 056 Lewis H...","node fields changed: answer:7, fact:7, subquestion:3; datasets_used changed; reasoning_chain changed; reasoning_hops changed"
k-4-d-3/task_4.json,REAL_ANSWER_CHANGE,4 node answer(s) changed,4,0,"node 1 REAL: [""DEPARTMENT OF PUBLIC WORKS"", ""METROPOLITAN POLICE DPT-DISTRICT 2"", ""METROPOLITAN POLICE DPT-DISTRICT 1"", ""METROPOLITAN POLICE DPT-DISTRIC... -> [""DEPARTMENT OF PUBLIC WORKS"", ""METROPOLITAN POLICE DPT-DISTRICT 2"", ""METROPOLITAN POLICE DPT-DISTRICT 1"", ""METROPOLITAN POLICE DPT-DISTRIC...
node 2 REAL: [""DEPARTMENT OF PUBLIC WORKS"", ""METROPOLITAN POLICE DPT-DISTRICT 2"", ""D.C. HOUSING AUTHORITY"", ""METROPOLITAN POLICE DPT-DISTRICT 6"", ""METRO... -> [""DEPARTMENT OF PUBLIC WORKS"", ""METROPOLITAN POLICE DPT-DISTRICT 2"", ""D.C. HOUSING AUTHORITY"", ""METROPOLITAN POLICE DPT-DISTRICT 6"", ""METRO...
node 3 REAL: [""DEPARTMENT OF PUBLIC WORKS"", ""METROPOLITAN POLICE DPT-DISTRICT 7"", ""METROPOLITAN POLICE DPT-DISTRICT 3"", ""METROPOLITAN POLICE DPT-DISTRIC... -> [""DEPARTMENT OF PUBLIC WORKS"", ""METROPOLITAN POLICE DPT-DISTRICT 7"", ""METROPOLITAN POLICE DPT-DISTRICT 3"", ""METROPOLITAN POLICE DPT-DISTRIC...
node 6 REAL: {""UNITED STATES CAPITOL POLICE"": 30, ""UNITED STATES PARK POLICE"": 71, ""US. SECRET SERVICE UNIFORM DIVISION"": 32} -> UNITED STATES PARK POLICE","question wording changed; node fields changed: answer:4, fact:6, limit:3, subquestion:8; datasets_used changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-3/task_5.json,REAL_ANSWER_CHANGE,1 node answer(s) changed,1,0,"node 3 REAL: {""UNITED STATES CAPITOL POLICE"": 30, ""UNITED STATES PARK POLICE"": 71, ""US. SECRET SERVICE UNIFORM DIVISION"": 32} -> UNITED STATES PARK POLICE","question wording changed; node fields changed: answer:1, fact:3, subquestion:6; datasets_used changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-3/task_7.json,REAL_ANSWER_CHANGE,1 node answer(s) changed,1,0,"node 6 REAL: Ulster County -> Ulster County, New York","question wording changed; node fields changed: answer:1, fact:4, source:3, subquestion:6; datasets_used changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-3/task_8.json,REAL_ANSWER_CHANGE,3 node answer(s) changed,3,0,"node 1 REAL: [""BROOKLYN INTERNATIONAL HIGH SCHOOL"", ""GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS"", ""HIGH SCHOOL FOR CONTEMPORARY ARTS"", ""BE... -> [""Brooklyn International High School"", ""Gregorio Luperon High School"", ""High School for Contemporary Arts"", ""Bedford Academy High School"", ...
node 2 REAL: [""HIGH SCHOOL OF HOSPITALITY MANAGEMENT"", ""BEDFORD ACADEMY HIGH SCHOOL"", ""WILLIAMSBURG PREPARATORY SCHOOL"", ""SOUTH BRONX PREPARATORY: A COL... -> [""High School of Hospitality Management"", ""Bedford Academy High School"", ""Williamsburg Preparatory School"", ""South Bronx Preparatory"", ""Mar...
node 3 REAL: [""Theatre Arts Production Company School"", ""Brooklyn International High School at Water's Edge"", ""Williamsburg Preparatory School"", ""Marble... -> [""Theatre Arts Production Company School"", ""Brooklyn International High School"", ""Williamsburg Preparatory School"", ""Marble Hill High Schoo...","question wording changed; node fields changed: answer:3, fact:3, subquestion:5; datasets_used changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-3/task_9.json,REAL_ANSWER_CHANGE,6 node answer(s) changed,6,0,"node 1 REAL: [""Suffolk"", ""Monroe"", ""Westchester"", ""Onondaga"", ""Nassau""] -> [""Suffolk County"", ""Monroe County"", ""Westchester County"", ""Onondaga County"", ""Nassau County""]
node 2 REAL: [""ERIE"", ""ONONDAGA"", ""SUFFOLK"", ""ONEIDA"", ""MONROE""] -> [""Erie County"", ""Onondaga County"", ""Suffolk County"", ""Oneida County"", ""Monroe County""]
node 3 REAL: [""Monroe"", ""Erie"", ""Westchester"", ""Suffolk"", ""Nassau"", ""Onondaga""] -> [""Monroe County"", ""Erie County"", ""Westchester County"", ""Suffolk County"", ""Nassau County"", ""Onondaga County""]
node 4 REAL: [""Suffolk"", ""Onondaga"", ""Westchester""] -> [""Suffolk County"", ""Onondaga County""]
node 5 REAL: [""Monroe"", ""Nassau"", ""Onondaga""] -> [""Monroe County"", ""Onondaga County""]
node 6 REAL: [""Erie"", ""Monroe"", ""Onondaga"", ""Westchester""] -> [""Monroe County"", ""Onondaga County""]","question wording changed; node fields changed: answer:6, fact:6, subquestion:7; datasets_used changed; practical_motivation changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-4/task_1.json,REAL_ANSWER_CHANGE,2 node answer(s) changed,2,0,"node 5 REAL: P.S. 380 John Wayne Elementary -> [""P.S. 380 John Wayne Elementary"", ""P.S. 172 Beacon School of Excellence""]
node 6 REAL: 10/28 -> P.S. 380 John Wayne Elementary","question wording changed; node fields changed: answer:2, fact:2, node_ids/count:1, source:2, subquestion:6; datasets_used changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-4/task_12.json,REAL_ANSWER_CHANGE,2 node answer(s) changed,2,1,"node 8 REAL: Henry Lawrence Kinney -> Fort Worth
node 9 REAL: 1850 -> Henry Lawrence Kinney
node 5 SAME (format): [""Nueces"", ""Denton""] -> [""DENTON"", ""NUECES""]","node fields changed: answer:3, fact:5, node_ids/count:1, source:2, subquestion:4; datasets_used changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-4/task_2.json,REAL_ANSWER_CHANGE,4 node answer(s) changed,4,1,"node 1 REAL: {""Abraham Lincoln Elementary School"": ""610038"", ""Alexander Graham Bell Elementary School"": ""609799"", ""Christopher Columbus Elementary Schoo... -> {""Cleveland"": ""609857"", ""Hawthorne"": ""609974"", ""Poe"": ""610132"", ""Reinberg"": ""610145"", ""and 123 others"": ""...""}
node 2 REAL: {""Addams"": ""609772"", ""Armstrong, G"": ""609779"", ""Clissold"": ""609861"", ""Dixon"": ""609887"", ""Greene"": ""609952"", ""Irving"": ""610121"", ""Lasalle Ii... -> {""Cleveland"": ""609857"", ""Hawthorne"": ""609974"", ""Poe"": ""610132"", ""Reinberg"": ""610145"", ""and 226 others"": ""...""}
node 3 REAL: {""Amos Alonzo Stagg Elementary School"": ""610339"", ""Arthur R Ashe Elementary School"": ""610268"", ""Edgar Allan Poe Elementary Classical School... -> {""Cleveland"": ""609857"", ""Hawthorne"": ""609974"", ""Poe"": ""610132"", ""Reinberg"": ""610145"", ""and 38 others"": ""...""}
node 4 REAL: {""ASHE"": ""610268"", ""BRUNSON"": ""609830"", ""CALMECA"": ""610353"", ""CLINTON"": ""609859"", ""CURTIS"": ""609900"", ""DIRKSEN"": ""609874"", ""KELLER"": ""61008... -> {""Cleveland"": ""609857"", ""Hawthorne"": ""609974"", ""Poe"": ""610132"", ""Reinberg"": ""610145"", ""and 295 others"": ""...""}
node 5 SAME (format): {""CLEVELAND"": ""IRVING PARK"", ""HAWTHORNE"": ""LAKE VIEW"", ""POE"": ""PULLMAN"", ""REINBERG"": ""PORTAGE PARK""} -> {""Cleveland"": ""Irving Park"", ""Hawthorne"": ""Lake View"", ""Poe"": ""Pullman"", ""Reinberg"": ""Portage Park""}","question wording changed; node fields changed: answer:5, fact:7, limit:4, subquestion:8; datasets_used changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-4/task_3.json,REAL_ANSWER_CHANGE,5 node answer(s) changed,5,0,"node 1 REAL: {""EAST SIDE MIDDLE SCHOOL"": ""02M114"", ""J.H.S. 054 BOOKER T. WASHINGTON"": ""03M054"", ""J.H.S. 104 SIMON BARUCH"": ""02M104"", ""J.H.S. 167 ROBERT ... -> {""J.H.S. 067 Louis Pasteur"": ""26Q067, 84 offers"", ""J.H.S. 074 Nathaniel Hawthorne"": ""26Q074, 102 offers"", ""J.H.S. 216 George J. Ryan"": ""26Q...
node 2 REAL: {""EAST SIDE MIDDLE SCHOOL"": ""02M114"", ""J.H.S. 054 BOOKER T. WASHINGTON"": ""03M054"", ""J.H.S. 104 SIMON BARUCH"": ""02M104"", ""J.H.S. 167 ROBERT ... -> {""J.H.S. 067 Louis Pasteur"": ""26Q067"", ""J.H.S. 074 Nathaniel Hawthorne"": ""26Q074"", ""J.H.S. 216 George J. Ryan"": ""26Q216"", ""M.S. 158 Marie C...
node 3 REAL: {""EAST SIDE MIDDLE SCHOOL"": ""02M114"", ""J.H.S. 054 BOOKER T. WASHINGTON"": ""03M054"", ""J.H.S. 104 SIMON BARUCH"": ""02M104"", ""J.H.S. 167 ROBERT ... -> {""J.H.S. 067 Louis Pasteur"": ""26Q067"", ""J.H.S. 074 Nathaniel Hawthorne"": ""26Q074"", ""J.H.S. 216 George J. Ryan"": ""26Q216"", ""M.S. 158 Marie C...
node 4 REAL: {""EAST SIDE MIDDLE SCHOOL"": ""02M114"", ""J.H.S. 054 BOOKER T. WASHINGTON"": ""03M054"", ""J.H.S. 104 SIMON BARUCH"": ""02M104"", ""J.H.S. 167 ROBERT ... -> {""J.H.S. 067 Louis Pasteur"": ""26Q067"", ""J.H.S. 074 Nathaniel Hawthorne"": ""26Q074"", ""J.H.S. 216 George J. Ryan"": ""26Q216"", ""M.S. 158 Marie C...
node 9 REAL: No, he was an education/governance figure -> 1887","node fields changed: answer:5, fact:6, limit:4, node_ids/count:1, source:1, subquestion:2; datasets_used changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
k-4-d-4/task_5.json,REAL_ANSWER_CHANGE,4 node answer(s) changed,4,0,"node 1 REAL: {""CORRECTIONS"": 279877976.24, ""ELEMENTARY AND SECONDARY EDUCATION"": 4893252163.41, ""HEALTH AND SENIOR SERVICES"": 698796366.98, ""HIGHER EDUC... -> {""ELEMENTARY AND SECONDARY EDUCATION"": 4893252163.41, ""HIGHER EDUCATION AND WORKFORCE DEV"": 1062578010.95, ""MENTAL HEALTH"": 759892459.14, ""...
node 2 REAL: {""CORRECTIONS"": 279260171.22, ""ELEMENTARY AND SECONDARY EDUCATION"": 5048553721.08, ""HEALTH AND SENIOR SERVICES"": 734833032.4, ""HIGHER EDUCA... -> {""ELEMENTARY AND SECONDARY EDUCATION"": 5048553721.08, ""HIGHER EDUCATION AND WORKFORCE DEV"": 1220312581.65, ""MENTAL HEALTH"": 813799778.73, ""...
node 3 REAL: {""ELEMENTARY AND SECONDARY EDUCATION"": 5170194688.51, ""HEALTH AND SENIOR SERVICES"": 815631750.83, ""HIGHER EDUCATION AND WORKFORCE DEV"": 129... -> {""ELEMENTARY AND SECONDARY EDUCATION"": 5170194688.51, ""HIGHER EDUCATION AND WORKFORCE DEV"": 1291298943.33, ""MENTAL HEALTH"": 877438429.19, ""...
node 4 REAL: {""CORRECTIONS"": 268435627.28, ""ELEMENTARY AND SECONDARY EDUCATION"": 5351561573.54, ""HEALTH AND SENIOR SERVICES"": 884344054.25, ""HIGHER EDUC... -> {""ELEMENTARY AND SECONDARY EDUCATION"": 5351561573.54, ""HIGHER EDUCATION AND WORKFORCE DEV"": 1320888790.61, ""MENTAL HEALTH"": 921056914.52, ""...","question wording changed; node fields changed: answer:4, fact:2, limit:4, subquestion:8; datasets_used changed; reasoning_chain changed; reasoning_hops changed; verdict changed"
