path,impact,reason,question_changed,answer_changed,node_changes,top_level_changes,copy_question,tasks_mini_question
k-1-d-1/task_3.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops",Define a yearly Passenger Instability-Adjusted Load (PIAL) as annual total CTA bus passengers across all routes multiplied by (1 + absolute…,Define a yearly Passenger Instability-Adjusted Load (PIAL) as: annual total CTA bus passengers across all routes (from summed monthly total…
k-2-d-3/task_1.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.source, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops",Can you tell me which has the greatest number of incidents in 2022 among (1) the highest number of incidents where an officer applies weapo…,Can you tell me which has the greatest number of incidents in 2022 among (1) the highest number of incidents where an officer applies weapo…
k-3-d-1/task_1.json,major,node answer/subquestion/source/count changed,False,False,"node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops","I am conducting a study on the northernmost boroughs of New York City. With respect to this borough, I want to compute the yearly shooting/…","I am conducting a study on the northernmost boroughs of New York City. With respect to this borough, I want to compute the yearly shooting/…"
k-3-d-2/task_1.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.source, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops",I'm trying to estimate how many taser-use incidents per century Austin has using 2023 data. Find the Austin petrol sector (excluding Unknow…,I'm trying to estimate how many taser-use incidents per century Austin has using 2023 data. Find the Austin Police Department sector (exclu…
k-3-d-2/task_3.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops",Can you find the NYC high school in district 10 that are in top 6 by high school's overall score from school year 2006-07 to school year 20…,Can you find the NYC high school in district 10 that are in top 6 by high school's overall score from school year 2006-07 to school year 20…
k-3-d-3/task_1.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops","For the NYC high school that ranked in the top 7 by overall score in all three school years: 2006-07 and 2009-11, find the neighborhood nam…","For the NYC high school that ranked in the top 7 based on the comprehensive ranking in 2006-07 and 2009-11, find the neighborhood named aft…"
k-3-d-3/task_2.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Among the Chicago library branches Sulzer Regional Library, Edgewater, and Lincoln Belmont, which branch ranked in the top five for visitor…","Among Sulzer Regional Library, Edgewater, and Lincoln Belmont, which branch stayed in the top 5 for total visitors and top 3 for total rese…"
k-3-d-3/task_3.json,major,node answer/subquestion/source/count changed,False,False,"node.depends_on, node.fact, node.subquestion","datasets_used, nodes, practical_motivation, reasoning_chain, reasoning_hops",Can you find me the NYC elementary school in District 2 that ranked in the top 3 by performance category score over each school year from 2…,Can you find me the NYC elementary school in District 2 that ranked in the top 3 by performance category score over each school year from 2…
k-3-d-3/task_4.json,major,node answer/subquestion/source/count changed,False,False,"node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Across 2019-2021, identify the Texas counties that consistently rank in the top five for capital outlay spending. From those, keep only the…","Across 2019-2021, identify the Texas counties that consistently rank in the top five for capital outlay spending. From those, keep only the…"
k-3-d-3/task_5.json,major,node answer/subquestion/source/count changed,False,False,"node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Consider Harris, Travis, Dallas, and Bexar counties. Determine which of these consistently ranked in the statewide top five for releases fr…","Consider Harris, Travis, Dallas, and Bexar counties. Determine which of these consistently ranked in the statewide top five for releases fr…"
k-3-d-3/task_6.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Across January 2019-2021, identify the issuing agencies that consistently ranked in the top 20 by total parking-violation fines. From those…","Across January 2019-2021, identify the issuing agencies that consistently ranked in the top 20 by total parking-violation fines. From those…"
k-3-d-4/task_1.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops, verdict",I'm analyzing the DC Ward that had the lowest average crime count from 2018 to 2021. Find the neighborhoods in this ward that share the sam…,I'm analyzing the DC Ward that had the lowest average crime count from 2018 to 2021. Find the county in Maryland containing areas sharing a…
k-3-d-4/task_2.json,major,node answer/subquestion/source/count changed,False,False,"node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Among Texas counties in the top five for average capital outlay spending from 2018 to 2021, identify the two highest by average prison rele…","Among Texas counties in the top five for average capital outlay spending from 2018 to 2021, identify the two highest by average prison rele…"
k-3-d-4/task_3.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict",Which Washington county had the lowest 2020 census population among those counties that (1) had Low-Income student enrollment percentage be…,Which Washington county had the lowest 2020 census population among those counties that (1) had Low-Income student enrollment percentage be…
k-3-d-4/task_5.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","datasets_used, nodes, question, reasoning_chain, reasoning_hops",Can you tell me which senior high school had a consistently top 3 number of violent/disruptive incident reported between 2010 and 2014? The…,Can you tell me which high school had a consistently top 3 number of violent/disruptive incident reported between 2010 and 2014? The boroug…
k-3-d-4/task_7.json,major,question and/or final answer changed,True,False,"node.answer, node.depends_on, node.fact, node.source, node.subquestion, node_ids/count","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops",Can you find the Manhattan neighborhood where the only NYC elementary school in District 3 that ranked in the top 3 by performance category…,Can you find the Manhattan neighborhood where the only NYC elementary school in District 3 that ranked in the top 3 by performance category…
k-3-d-4/task_8.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact","datasets_used, nodes, reasoning_chain, reasoning_hops",In what year was the university founded where the civil rights leader after whom the only NYC elementary school that received an 'A' consis…,In what year was the university founded where the civil rights leader after whom the only NYC elementary school that received an 'A' consis…
k-3-d-4/task_9.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact","datasets_used, nodes, practical_motivation, reasoning_chain, reasoning_hops",Can you tell me the year this city was incorporated? This city is the county seat of the county with the highest number of veterans receivi…,Can you tell me the year this city was incorporated? This city is the county seat of the county with the highest number of veterans receivi…
k-3-d-5/task_1.json,major,question and/or final answer changed,True,True,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","answer, datasets_used, nodes, question, reasoning_chain, reasoning_hops",Find the NYC high schools that were in the top 8 by overall score every year from 2006-07 through 2010-11. Determine the neighborhoods thos…,Can you first find the neighborhood after which the only NYC high school that was in the top 8 by overall score every year from 2006-2010 i…
k-4-d-1/task_2.json,major,node answer/subquestion/source/count changed,False,False,node.subquestion,"datasets_used, nodes, reasoning_chain, reasoning_hops","In the year where the 34th annual Los Angeles Marathon was held, find the geo area where the Los Angeles Police Department has reported the…","In the year where the 34th annual Los Angeles Marathon was held, find the geo area where the Los Angeles Police Department has reported the…"
k-4-d-1/task_3.json,major,node answer/subquestion/source/count changed,False,False,node.subquestion,"datasets_used, nodes, reasoning_chain, reasoning_hops","I’m interested in the northernmost borough of New York City. Within that borough, identify the NYPD precinct with the most shooting cases i…","I’m interested in the northernmost borough of New York City. Within that borough, identify the NYPD precinct with the most shooting cases i…"
k-4-d-1/task_4.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Using the 2010 USGS survey of Assateague Island National Seashore, identify the NASA facility where the survey system was developed. Then f…","Can you first idenity the system that was used to survey Assateague Island National Seashore in the 2010 USGS survey. Then, find out which …"
k-4-d-1/task_6.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","In Pittsburgh, identify the airport that most directly serves it for commercial passenger travel; in its March 2019 scheduled traffic repor…","In Pittsburgh, identify the largest airport; in its March 2019 scheduled traffic report, find the destination with the most seats and map i…"
k-4-d-2/task_1.json,major,node answer/subquestion/source/count changed,False,False,"node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops",I want to study the demographic in NYC. Can you find me the zip code of the NYC high school that was in the top 3 by overall progress score…,I want to study the demographic in NYC. Can you find me the zip code of the NYC high school that was in the top 3 by overall progress score…
k-4-d-2/task_11.json,major,question and/or final answer changed,True,False,"node.depends_on, node.fact, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops","In 2015, which New York county named after a king had a population over 900,000, a firearm rate under 35 per 100,000, total state payments …","In 2015, which New York county named after a king had a population over 900,000, a firearm rate under 35 per 100,000, School Tax Relief (ST…"
k-4-d-2/task_12.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops","Among New York counties with violent crime rates over 300 per 100,000 in 2020 and more than 100 youth sent to jail in 2015, find the county…","Among New York counties with violent crime rates over 300 per 100,000 in 2020 and more than 100 secure juvenile detention admissions in 201…"
k-4-d-2/task_14.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict",Start by finding the Chicago city department with a budget of $400 million to $700 million in 2018 and $600 million to $700 million in 2019…,Start by finding the Chicago city department with a budget of $400 million to $700 million in 2018 and $600 million to $700 million in 2019…
k-4-d-2/task_15.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Consider the counties King, Clark, Pierce, Whitman, Thurston, and Spokane. Among these, identify the Eastern Washington county that borders…","Consider the counties King, Clark, Pierce, Whitman, Thurston, and Spokane. Among these, identify the Eastern Washington county that borders…"
k-4-d-2/task_2.json,major,question and/or final answer changed,True,False,node.fact,"datasets_used, nodes, question, reasoning_chain, reasoning_hops","I'm analyzing identity theft trends in Los Angeles. First, identify the year between 2010 and 2019 that had the highest number of identity …","I'm analyzing identity theft trends in Los Angeles. First, identify the year between 2010 and 2019 that had the highest number of identity …"
k-4-d-2/task_3.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict",Identify the first civilian superintendent of the Chicago Police Department. In the city where that person previously served as police chie…,Identify the first civilian superintendent of the Chicago Police Department. In the city where that person previously served as police chie…
k-4-d-2/task_4.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops",I'm analyzing data for the Austin City Council district represented by Zohaib Qadri. Starting from the year when the Austin City Council vo…,I’m analyzing data for the Austin City Council district represented by Zohaib 'Zo' Qadri. Starting from the year of the earliest recorded c…
k-4-d-2/task_5.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops",I am analyzing the LAPD division that covers Echo Park and Silver Lake. After identifying the most common arrest charge in that area named …,I am analyzing the LAPD division that covers Echo Park and Silver Lake. After identifying the most common arrest charge group in that area …
k-4-d-2/task_6.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops","I'm analyzing simple battery assault trends in Los Angeles. First, identify the year between 2010 and 2019 that saw the highest number of t…","I'm analyzing simple battery assault trends in Los Angeles. First, identify the year between 2010 and 2019 that saw the highest number of t…"
k-4-d-3/task_1.json,major,question and/or final answer changed,True,False,"node.answer, node.depends_on, node.fact, node.limit, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops",Can you find me the NYC elementary school in District 15 that ranked 2nd by average performance category score over school years 2010-13. F…,Can you find me the NYC elementary school in District 15 that ranked in the top 2 by performance category score over each school year from …
k-4-d-3/task_10.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops, verdict","Find the New York counties outside of NYC having (1) over 90 youth sent to jail in 2015, (2) a total jail census under 750 in 2021, and (3)…","Only two New York counties outside of NYC had over 90 youth detention admissions in 2015, a jail census under 750 in 2021, and over 65,500 …"
k-4-d-3/task_11.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops, verdict","Find the Iowa counties that met the following criteria in 2019: a December unemployment rate above 2.9%, more than 12% of their motor-fuel …","Find the Iowa counties met the following criteria in 2019: unemployment above 2.9%, biofuel distribution above 12%, and personal income abo…"
k-4-d-3/task_12.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Among the Missouri Department of Corrections, the Missouri Department of Social Services, and the Missouri Department of Transportation, wh…","Among the Missouri Department of Corrections, the Missouri Department of Social Services, and the Missouri Department of Transportation, wh…"
k-4-d-3/task_2.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops","What is the name of an elementary school in New York whose location includes Clinton Hill and neighborhoods adjacent to it, has a special e…","What is the name of an elementary school in New York whose location includes Clinton Hill and neighborhoods adjacent to it, has a special e…"
k-4-d-3/task_3.json,major,question and/or final answer changed,True,False,"node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict",In which Virginia county is the NASA facility where the equipment used to collect the bare earth elevation data for the 2007 USGS survey of…,In which Virginia county is the NASA facility of a system developed? This system was used in the 2007 USGS topographic survey of the nation…
k-4-d-3/task_4.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Across January 2019-2021, identify the agencies that consistently issued the largest total amount of parking fines. From those, keep only t…","Across January 2019-2021, identify the issuing agencies that consistently ranked in the top 20 by total parking-violation fines. From those…"
k-4-d-3/task_5.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Among the United States Park Police, United States Capitol Police, and U.S. Secret Service Uniform Division, which agency issued the highes…","Among the United States Park Police, United States Capitol Police, and U.S. Secret Service Uniform Division, which had the highest average …"
k-4-d-3/task_6.json,major,question and/or final answer changed,True,False,node.subquestion,"datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict",Identify the Chicago city department that consistently ranked in the top five by total funding in the officially approved city budget from …,Identify the Chicago city department that consistently ranked in the top five for ordinance appropriations (with non-zero budget) and also …
k-4-d-3/task_7.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.source, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Among Washington, DC wards 2 and 5, identify which ward had more scheduled street-cleaning events from 2022 to 2024. In that ward, find the…","Among Washington, DC wards 2 and 5, identify which ward had the more frequent street sweeping schedule from 2022 to 2024. In that ward, fin…"
k-4-d-3/task_8.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict",Can you find out the Manhattan neighborhoods containing the top 7 high schools from 2007-2010 by a comprehensive evaluation of the school. …,"Can you find out the Manhattan neighborhood containing a top 7 high school from 2007-2010 by overall score. Then, find out which NYC struct…"
k-4-d-3/task_9.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, practical_motivation, question, reasoning_chain, reasoning_hops, verdict","I am analyzing a specific New York State county that had between 29,000 and 75,000 households enrolled in the federal program that provides…","I am analyzing a specific New York State county which supports a significant population, reporting between 29,000 and 75,000 households on …"
k-4-d-4/task_1.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict",Can you find the NYC elementary schools that appear in the top 5 by the schools' learning environment in at least three years from 2006-201…,Can you find the NYC elementary school that appears in the top 5 by environment category rating in at least three years from 2006-2010 and …
k-4-d-4/task_10.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Using school district office records for Iowa City in Johnson County, determine the two-digit state FIPS code. In that state, find the coun…","Using the school district office listings for CITY='Iowa City' and NMCNTY='Johnson County', determine the two-digit state FIPS code. In tha…"
k-4-d-4/task_11.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Using school district office records for Princeton in Mercer County, determine the two-digit state FIPS code. In that state, find the count…","Using the school district office listings for CITY='Princeton' and NMCNTY='Mercer County', determine the two-digit state FIPS code. In that…"
k-4-d-4/task_12.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.source, node.subquestion, node_ids/count","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict",Identify Texas counties with highway construction expenditures between $150 million and $500 million consistently across fiscal years 2018 …,Identify Texas counties with highway construction expenditures between $150 million and $500 million consistently across fiscal years 2018 …
k-4-d-4/task_13.json,major,question and/or final answer changed,True,False,node.subquestion,"datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Among Providence hospital properties, only one met the following criteria: it had an assessed value consistently between $6.9 million and $…","Among Providence hospital properties, only one met the following criteria: it had an assessed value consistently between $6.9 million and $…"
k-4-d-4/task_14.json,major,file only exists in tasks_mini copy,,,,,"Across years 2015-16 to 2018-19, which Texas county is consistently in the top five for total lunch serves in Seamless Summer Option progra…",
k-4-d-4/task_2.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","In Chicago elementary schools that are public school, find which school (1) received the top performance rating in 2011-12, (2) showed abov…","In Chicago elementary schools that are public school, find which school (1) received the top performance rating in 2011-12, (2) showed abov…"
k-4-d-4/task_3.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.limit, node.source, node.subquestion, node_ids/count","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict",Which New York City middle schools located in Queens District 26 had (1) at least 50 offers to specialized high schools on specialized high…,Which New York City middle schools located in Queens District 26 had (1) at least 50 offers to specialized high schools on specialized high…
k-4-d-4/task_4.json,major,question and/or final answer changed,True,False,"node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Can you first find the terminus cities of Route 66. Among those cities, which one had higher binge drinking prevalence in both 2016 and 201…","Can you first find the terminus cities of Route 66, among the citites, which one had higher binge drinking prevalence in both 2016 and 2018…"
k-4-d-4/task_5.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Find the Missouri state agency that ranked third in average spending from 2007 to 2010. In which city is its Southwest district based, and …","Find the Missouri state agency that ranked third in average spending from 2007-10, for that agency, which city is its Southwest district ba…"
k-4-d-4/task_6.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.limit, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict","Among Texas counties in the top five for average capital outlay spending from 2018 to 2021, consider those that are not among the original …","Among Texas counties in the top five for average capital outlay spending from 2018 to 2021, consider those that are not among the original …"
k-4-d-4/task_7.json,major,node answer/subquestion/source/count changed,False,False,"node.answer, node.fact, node.subquestion","datasets_used, nodes, reasoning_chain, reasoning_hops, verdict",Identify the first head of Chicago's department with the highest average overtime between 2018 and 2021. In the city where that person prev…,Identify the first head of Chicago's department with the highest average overtime between 2018 and 2021. In the city where that person prev…
k-4-d-4/task_8.json,major,question and/or final answer changed,True,False,"node.answer, node.fact, node.source, node.subquestion","datasets_used, nodes, question, reasoning_chain, reasoning_hops, verdict","Consider the engineering firm founded after 1914 that has no current NY State construction manager projects, yet consistently ranked in the…","Consider the only engineering firm founded after 1914 that has no current NY State construction manager projects, yet consistently ranked i…"
