path,category,reason,final_answer_changed,node_answer_changed,substantive_fact_changed,node_subquestion_changed,question_changed,dataset_order_only,peek
k-3-d-1/task_1.json,BIG,one or more node facts have substantive logic changes,False,False,True,True,False,False,"node 2 subquestion: In 2023 NYPD complaint data, within borough <node_1 answer>, how many complaints were filed for the most comm... -> In 2023 NYPD complaint data, within borough <node_1 answer>, how many complaints were filed for the most comm...
node 2 fact diff:
@@ -1,22 +1,15 @@
-import io
-import boto3
+from collections import Counter
-source = 'datagov/nypd-complaint-data-historic/files/rows.txt'
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"").get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(
-    io.BytesIO(obj[""Body""].read()),
node 3 fact diff:
@@ -1,23 +1,8 @@
-import io
-import boto3
-try:
-    from dotenv import load_dotenv
-    load_dotenv()
-except Exception:
-    pass
+df = pd.read_csv('datagov/nypd-shooting-incident-data-historic/files/rows.txt', low_memory=False)"
k-3-d-2/task_1.json,BIG,one or more node answers changed; one or more node facts have substantive logic changes,False,True,True,True,True,False,"question: I'm trying to estimate how many taser-use incidents per century Austin has using 2023 data. Find the Austin p... -> I'm trying to estimate how many taser-use incidents per century Austin has using 2023 data. Find the Austin P...
node 1 subquestion: In 2023 APD searches-by-type data (excluding Sector = ""Unknown""), which sector has the most searches? -> According to the Austin, Texas article, in what year was Austin founded?
node 1 answer: Charlie -> 1839
node 1 source: datagov/apd-searches-by-type/files/rows.txt -> wikipedia/Austin,_Texas/content.txt
node 2 answer: 1 -> Charlie
node 1 fact diff:
@@ -1,19 +1 @@
-import io
-import pandas as pd
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-
-source = ""datagov/apd-searches-by-type/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
node 2 fact diff:
@@ -6,25 +6,13 @@
-source = ""datagov/apd-computer-aided-dispatch-incidents/files/rows.txt""
+source = ""datagov/apd-searches-by-type/files/rows.txt""
-csv_path = io.BytesIO(obj[""Body""].read())
-
-node_1_answer = ""Charlie""
-
-counts = {}
-for chunk in pd.read_csv("
k-3-d-2/task_10.json,BIG,one or more node facts have substantive logic changes,False,False,True,False,False,False,"node 2 fact diff:
@@ -2,20 +2,13 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/postsecondary-school-locations-current-5a74c/files/Postsecondary_School_Locations_Current_-3631565628879840217.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/postsecondary-school-locations-current-5a74c/files/Postsecondary_School_Locations_Current_-3631565628879840217.txt', 'r', encoding='utf-8') as f:
node 3 fact diff:
@@ -2,22 +2,12 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/public-school-locations-current-23297/files/data-oyCYxF.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/public-school-locations-current-23297/files/data-oyCYxF.txt', 'r', encoding='utf-8') as f:"
k-3-d-2/task_11.json,BIG,one or more node facts have substantive logic changes,False,False,True,False,False,False,"node 1 fact diff:
@@ -1,17 +1,9 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/fy-2019-disability-pension-recipient-by-county/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), sep="","", engine=""c"", low_memory=False)
node 2 fact diff:
@@ -1,17 +1,9 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/fy-2023-disability-compensation-recipients-by-county/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), sep="","", engine=""c"", low_memory=False)"
k-3-d-2/task_12.json,BIG,one or more node facts have substantive logic changes,False,False,True,False,False,False,"node 1 fact diff:
@@ -1,17 +1,9 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/fy-2019-disability-pension-recipient-by-county/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), sep="","", engine=""c"", low_memory=False)
node 2 fact diff:
@@ -1,17 +1,9 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/fy-2023-disability-compensation-recipients-by-county/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), sep="","", engine=""c"", low_memory=False)"
k-3-d-2/task_3.json,BIG,one or more node answers changed; one or more node facts have substantive logic changes,False,True,True,True,True,False,"question: Can you find the NYC high school in district 10 that are in top 6 by high school's overall score from school ... -> Can you find the NYC high school in district 10 that are in top 6 by high school's overall score from school ...
node 1 subquestion: Which NYC high schools in District 10 were in the top 6 by overall score in 2006-07, and what were their addi... -> Which NYC high schools in District 10 were in the top 6 by overall score in 2006-07?
node 1 answer: {""BRONX HIGH SCHOOL OF SCIENCE"": 1.0, ""BRONX SCHOOL OF LAW AND FINANC... -> [""MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES"", ""HIGH SCHOOL OF...
node 2 answer: {""BRONX HIGH SCHOOL FOR MEDICAL SCIENCE"": 8.0, ""BRONX HIGH SCHOOL OF ... -> [""MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES"", ""MARIE CURIE HI...
node 1 fact diff:
@@ -1,21 +1,10 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/2006-2007-school-progress-report/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), sep="","", engine=""c"", low_memory=False)
node 2 fact diff:
@@ -1,21 +1,10 @@
-import io
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/2007-2008-school-progress-report/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-df = pd.read_csv(io.BytesIO(obj[""Body""].read()), sep="","", engine=""c"", low_memory=False)"
k-3-d-2/task_4.json,BIG,one or more node facts have substantive logic changes,False,False,True,False,False,False,"node 2 fact diff:
@@ -2,18 +2,18 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/crime-incidents-in-2019/files/data.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/crime-incidents-in-2019/files/data.txt', 'r', encoding='utf-8') as f:
node 3 fact diff:
@@ -2,22 +2,11 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/crime-incidents-in-2020/files/data.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/crime-incidents-in-2020/files/data.txt', 'r', encoding='utf-8') as f:"
k-3-d-2/task_5.json,BIG,one or more node facts have substantive logic changes,False,False,True,False,False,False,"node 2 fact diff:
@@ -2,20 +2,13 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/postsecondary-school-locations-current-5a74c/files/Postsecondary_School_Locations_Current_-3631565628879840217.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/postsecondary-school-locations-current-5a74c/files/Postsecondary_School_Locations_Current_-3631565628879840217.txt', 'r', encoding='utf-8') as f:
node 3 fact diff:
@@ -2,22 +2,12 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/public-school-locations-current-23297/files/data-oyCYxF.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/public-school-locations-current-23297/files/data-oyCYxF.txt', 'r', encoding='utf-8') as f:"
k-3-d-2/task_6.json,BIG,one or more node facts have substantive logic changes,False,False,True,False,False,False,"node 2 fact diff:
@@ -2,20 +2,13 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/postsecondary-school-locations-current-5a74c/files/Postsecondary_School_Locations_Current_-3631565628879840217.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/postsecondary-school-locations-current-5a74c/files/Postsecondary_School_Locations_Current_-3631565628879840217.txt', 'r', encoding='utf-8') as f:
node 3 fact diff:
@@ -2,22 +2,12 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/school-district-office-locations-current-c8f9d/files/data-ghDEVP.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/school-district-office-locations-current-c8f9d/files/data-ghDEVP.txt', 'r', encoding='utf-8') as f:"
k-3-d-2/task_7.json,BIG,one or more node facts have substantive logic changes,False,False,True,False,False,False,"node 2 fact diff:
@@ -2,20 +2,13 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/school-district-office-locations-current-c8f9d/files/data-ghDEVP.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/school-district-office-locations-current-c8f9d/files/data-ghDEVP.txt', 'r', encoding='utf-8') as f:
node 3 fact diff:
@@ -2,22 +2,12 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/private-school-locations-current-f7d96/files/data-FGgJBu.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/private-school-locations-current-f7d96/files/data-FGgJBu.txt', 'r', encoding='utf-8') as f:"
k-3-d-2/task_8.json,BIG,one or more node facts have substantive logic changes,False,False,True,False,False,False,"node 2 fact diff:
@@ -2,20 +2,13 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/postsecondary-school-locations-current-5a74c/files/Postsecondary_School_Locations_Current_-3631565628879840217.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/postsecondary-school-locations-current-5a74c/files/Postsecondary_School_Locations_Current_-3631565628879840217.txt', 'r', encoding='utf-8') as f:
node 3 fact diff:
@@ -2,22 +2,12 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/private-school-locations-current-f7d96/files/data-FGgJBu.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/private-school-locations-current-f7d96/files/data-FGgJBu.txt', 'r', encoding='utf-8') as f:"
k-3-d-2/task_9.json,BIG,one or more node facts have substantive logic changes,False,False,True,False,False,False,"node 2 fact diff:
@@ -2,20 +2,13 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/private-school-locations-current-f7d96/files/data-FGgJBu.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/private-school-locations-current-f7d96/files/data-FGgJBu.txt', 'r', encoding='utf-8') as f:
node 3 fact diff:
@@ -2,22 +2,12 @@
-import boto3
-from botocore import UNSIGNED
-from botocore.config import Config
-source = ""datagov/public-school-locations-current-23297/files/data-oyCYxF.txt""
-bucket = ""lakeqa-yc4103-datalake""
-obj = boto3.client(""s3"", config=Config(signature_version=UNSIGNED)).get_object(Bucket=bucket, Key=source)
-geo = json.loads(obj[""Body""].read().decode(""utf-8"", errors=""replace""))
+with open('datagov/public-school-locations-current-23297/files/data-oyCYxF.txt', 'r', encoding='utf-8') as f:"
k-3-d-3/task_1.json,BIG,one or more node facts have substantive logic changes,False,False,True,True,True,False,"question: For the NYC high school that ranked in the top 7 by overall score in all three school years: 2006-07 and 2009... -> For the NYC high school that ranked in the top 7 based on the comprehensive ranking in 2006-07 and 2009-11, f...
node 1 subquestion: Which high schools were in the top 7 by overall score in 2006-07? -> Which high schools ranked in the top 7 based on the comprehensive ranking in 2006-07?
node 1 fact diff:
@@ -1,36 +1,26 @@
-import os
-import io
-import pandas as pd
-import boto3
+import csv
-source = ""datagov/2006-2007-school-progress-report/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-local_path = source if os.path.exists(source) else ""/tmp/k123_data_cache/"" + source
node 2 fact diff:
@@ -1,36 +1,26 @@
-import os
-import io
-import pandas as pd
-import boto3
+import csv
-source = ""datagov/2009-2010-school-progress-report/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-local_path = source if os.path.exists(source) else ""/tmp/k123_data_cache/"" + source"
k-3-d-3/task_2.json,BIG,one or more node facts have substantive logic changes,False,False,True,True,True,False,"question: Among the Chicago library branches Sulzer Regional Library, Edgewater, and Lincoln Belmont, which branch rank... -> Among Sulzer Regional Library, Edgewater, and Lincoln Belmont, which branch stayed in the top 5 for total vis...
node 1 subquestion: Which branches were in the top 5 by YTD visitors in the given year? -> In 2019, which Chicago library branches were in the top 5 by total visitors?
node 1 fact diff:
@@ -1,19 +1,21 @@
-import os
-import io
-import pandas as pd
-import boto3
+import csv
+from collections import defaultdict
-source = ""datagov/libraries-2019-visitors-by-location/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
node 2 fact diff:
@@ -1,19 +1,21 @@
-import os
-import io
-import pandas as pd
-import boto3
+import csv
+from collections import defaultdict
-source = ""datagov/libraries-2020-visitors-by-location/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake"""
k-3-d-3/task_3.json,BIG,one or more node facts have substantive logic changes,False,False,True,True,False,False,"node 4 subquestion: In which Manhattan neighborhood is <hop 1 answer> located? -> In which Manhattan neighborhood is <intersection of node_1, node_2, node_3: PS 77 Lower Lab School> located?
node 1 depends_on:  -> []
node 2 depends_on:  -> []
node 3 depends_on:  -> []
node 1 fact diff:
@@ -1,38 +1,20 @@
-import os
-import io
-import pandas as pd
-import boto3
+import csv
-source = ""datagov/2010-2011-school-progress-report/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-local_path = source if os.path.exists(source) else ""/tmp/k123_data_cache/"" + source
node 2 fact diff:
@@ -1,38 +1,20 @@
-import os
-import io
-import pandas as pd
-import boto3
+import csv
-source = ""datagov/2011-2012-school-progress-report-all-schools/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
-local_path = source if os.path.exists(source) else ""/tmp/k123_data_cache/"" + source"
k-3-d-3/task_4.json,BIG,one or more node facts have substantive logic changes,False,False,True,True,False,False,"node 1 subquestion: In this fiscal year, which Texas counties were in the top 5 for Capital Outlay spending? -> In this fiscal year, which Texas counties were in the top 5 for Capital Outlay spending? (Filter for this nod...
node 1 fact diff:
@@ -1,20 +1,23 @@
-import os
-import io
-import pandas as pd
-import boto3
+import csv
+from collections import defaultdict
-source = ""datagov/texas-state-expenditures-by-county-2019/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
node 2 fact diff:
@@ -1,20 +1,23 @@
-import os
-import io
-import pandas as pd
-import boto3
+import csv
+from collections import defaultdict
-source = ""datagov/texas-state-expenditures-by-county-2020/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake"""
k-3-d-3/task_5.json,BIG,one or more node facts have substantive logic changes,False,False,True,True,False,False,"node 1 subquestion: In 2019, among Harris, Travis, Dallas, and Bexar counties, which were in the overall top 5 for releases from ... -> In 2019, among Harris, Travis, Dallas, and Bexar counties, which were in the overall top 5 for releases from ...
node 1 fact diff:
@@ -1,27 +1,12 @@
-import os
-import io
-import pandas as pd
-import boto3
+import csv
+from collections import Counter
-source = ""datagov/texas-department-of-criminal-justice-releases-fy-2019/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake""
node 2 fact diff:
@@ -1,27 +1,12 @@
-import os
-import io
-import pandas as pd
-import boto3
+import csv
+from collections import Counter
-source = ""datagov/texas-department-of-criminal-justice-releases-fy-2020/files/rows.txt""
-bucket = ""lakeqa-yc4103-datalake"""
k-3-d-3/task_6.json,BIG,one or more node answers changed; one or more node facts have substantive logic changes,False,True,True,True,False,False,"node 1 subquestion: Which agencies were in the top 20 for total January parking-violation fine amount in 2019? -> Which agencies were in the top 20 for total January parking-violation fine amount in 2019-2021? (Filter for t...
node 6 answer: {""UNITED STATES CAPITOL POLICE"": 30, ""UNITED STATES PARK POLICE"": 71,... -> UNITED STATES PARK POLICE
node 1 fact diff:
@@ -1,23 +1,20 @@
-import os
-import io
-import pandas as pd
-import boto3
+from collections import defaultdict
-source = ""datagov/parking-violations-issued-in-january-2019/files/data.txt""
-bucket = ""lakeqa-yc4103-datalake""
-local_path = source if os.path.exists(source) else ""/tmp/k123_data_cache/"" + source
node 2 fact diff:
@@ -1,23 +1,20 @@
-import os
-import io
-import pandas as pd
-import boto3
+from collections import defaultdict
-source = ""datagov/parking-violations-issued-in-january-2020/files/data.txt""
-bucket = ""lakeqa-yc4103-datalake""
-local_path = source if os.path.exists(source) else ""/tmp/k123_data_cache/"" + source"
