task_id,log_error_bucket,estimated_wasted_turns,turn_waste_local_group,turn_waste_summary,turn_repeated_behavior,turn_progress_stop_point,wasted_turn_ranges,productive_turn_ranges,turn_budget_failure_reason,turn_waste_evidence,turn_waste_local_group_reason
tasks_mini/k-3-d-3/task_3.json,error_tokens_reached,1,late_candidate_rechecks,"Ranked District 15 elementary schools across 2010-2013, mapped the winner to Sunset Park West, and pulled neighborhood text about Sunset Park.","After locating P.S. 172 in Sunset Park West and reading the Sunset Park article, it re-queried the same school-location mapping instead of submitting.","By turns 13-14 it had the school, the neighborhood, and the neighborhood article with the park-size clue.",14,1-13,"It spent its last visible action re-verifying the same ATS code/NTA mapping, then burned tokens without turning the gathered evidence into a final answer.","Turn 9 maps ATS code 15K172 in school locations.; Turn 13 reads Sunset_Park,_Brooklyn and gets the neighborhood/park description.; Turn 14 queries 15K172 in school locations again instead of submitting.",It re-verified the same school-location mapping instead of turning the evidence into an answer.
tasks_mini/k-4-d-3/task_4.json,error_tokens_reached,0,mixed_low_signal,"Applied youth-detention, STAR-exemption, jail-census, and violent-crime filters to Erie, Monroe, Suffolk, and Nassau, ending with per-county 2021 violent-crime values.","The late turns used serial county-by-county jail and violent-crime queries rather than batching them, but each call still added new evidence.",By turn 25 it had the 2021 violent-crime counts for all surviving counties and only needed the county-seat incorporation lookup.,,1-25,"The budget ran out after many serial verification queries, before it ever transitioned from county selection to the final county-seat year.","Turns 15-21 query Erie, Monroe, Suffolk, and Nassau jail facilities/census one county at a time.; Turns 22-25 pull 2021 violent-crime rows for Erie, Monroe, Suffolk, and Nassau.; After turn 25 the run has not yet performed any county-seat incorporation lookup.","The serial county-by-county queries added new evidence, so there is no clear repeat loop to bucket."
tasks_mini/k-5-d-3/task_7.json,error_tokens_reached,0,mixed_low_signal,"The visible trace solved the Corrections -> Jefferson City -> Lincoln University chain, but no answer was submitted.",No clear repeated visible pattern appears after the decisive entity reads; any extra budget burn happened off-screen.,"By turn 11 it had the candidate agency, headquarters city, HBCU, and founder in view.",,1-11,"The decisive facts were present in the visible trace, but the remaining budget appears to have been spent in hidden recursive work before submission.",Turn 9 employee counts showed CORRECTIONS above SOCIAL SERVICES and TRANSPORTATION in 2021-2023.; Turn 10 read Lincoln University and surfaced James Milton Turner as the founder.; Turn 11 read Missouri Department of Corrections and confirmed its headquarters are in Jefferson City.,"The visible summary does not show a strong repeat loop, so the waste pattern stays low-signal."
tasks_mini/k-6-d-4/task_8.json,error_tokens_reached,0,mixed_low_signal,"Located ETS and the New Jersey address clue, then only previewed school-location files before the run collapsed.",No clear repeat loop is visible; the trace never got past broad file previews into a concrete county query.,"It had ETS's Princeton and Lawrence Township clue and the candidate NCES datasets, but no county/FIPS or top-three counts were computed.",,1-4,The budget was consumed in initial file discovery and multi-dataset previews before any structured aggregation started.,"Turn 4 reads ETS content plus school-district, public, private, and postsecondary file previews; The log crashes with max_tokens before the first actual aggregation query appears","The visible trace never got past broad previews, so the repeat pattern is not clear."
tasks_mini/k-2-d-4/task_5.json,error_tokens_reached,,mixed_low_signal,"The matched raw log appears to solve the county-filter task and submit [Whitman], which conflicts with the eval row marked as failed.",The trace does not match the failure row clearly enough to support a confident wasted-turn pattern.,"The log ends with a successful submit_answer, so it does not line up cleanly with the error_tokens_reached row in eval_results.csv.",,,Could not determine from the matched log because the raw trace ends in success while the eval row records a failure.,task_5.log ends with Answer submitted: [Whitman] and Completed task 6.; The eval_results row for tasks_mini/k-2-d-4/task_5.json is labeled error_tokens_reached with a blank answer.,"The matched log and eval row conflict, so the waste pattern cannot be recovered confidently."
tasks_mini/k-5-d-4/task_3.json,error_tokens_reached,5,off_path_drift,"Computed yearly overtime leaders, then jumped into the Chicago Police and O.W. Wilson branch before proving the target department.","Shifted from overtime ranking into biography and county lookup early, then retried blocked overtime queries after the timeout warning.",Never established the correct highest-average-overtime department across 2018-2021.,7-11,1-6,"The run committed to the Chicago Police chain without first confirming Police was the target department, and it kept issuing blocked overtime queries after being told to submit.",Turns 5-6 showed Fire or Water Management above Police in each displayed yearly overtime table.; Turn 7 still jumped to Chicago_Police_Department and found Orlando W. Wilson.; Turns 8-10 continued into the Wichita and disability branch before the overtime target was settled.; Turn 11 launched four new overtime aggregation queries after a submit-now timeout warning.,It shifted into biography/county lookup detours and then retried blocked overtime queries.
tasks_mini/k-3-d-4/task_10.json,error_tokens_reached,3,off_path_drift,"Found the recurring top-lunch counties, compared 2018-19 vs 2020-21 day-care-home reimbursements, and started computing child-center enrollment for the final two counties.","Once the candidate counties were narrowed, it drifted into extra diagnostics on the child-center dataset and reimbursement totals instead of running the missing 2019-20 enrollment average.","After turn 20 it had the candidate counties and 2018-19 average enrollment output, leaving only the 2019-20 enrollment query and final comparison.",21-23,1-20,It used the remaining budget on validation and wrong-metric checks against child-center data rather than finishing the last enrollment calculation and submitting.,"Turn 20 computes average EnrollmentQty for HIDALGO and CAMERON in the 2018 child-center file.; Turn 21 switches to max/min/median enrollment diagnostics for the same counties.; Turns 22-23 query child-center reimbursement totals, which do not answer the enrollment part of the question.",The run drifted into child-center diagnostics and wrong-metric checks instead of the missing average step.
tasks_mini/k-5-d-4/task_6.json,error_tokens_reached,1,off_path_drift,"Built a partial Whitman shortlist from early-year enrollment and math data, then answered from inference after the later-year checks timed out.",Spent the final budget on remaining yearly low-income checks instead of directly confirming the college history source.,Had Whitman as a candidate but had not verified the 2020-21 and 2021-22 constraint or directly checked the opening-date source.,12,1-11,"The last visible turn was consumed by blocked 2020-21 and 2021-22 enrollment queries, so the final answer was an under-supported inference.","Turns 7 and 11 showed Whitman in the 32-40% low-income band for 2018-19 and 2019-20.; Turn 9 only sampled 2021-22 math rows; it did not compute the qualifying counties.; Turn 12 tried both 2020-21 and 2021-22 low-income queries, hit the submit-now warning, and then stopped querying.; Turn 13 submitted 01/13/1891 based on the partial-year shortlist and the Pullman or Colfax clue.",It kept chasing the wrong yearly low-income checks instead of the direct source confirmation.
tasks_mini/k-6-d-4/task_1.json,error_tokens_reached,1,off_path_drift,"Built the Texas releases comparison, staged the crime datasets, and reached a full four-year county-count script.",No strong repeat loop; it front-loaded downstream crime data before finishing the county and NBA chain.,"Turn 12 computed Concho as the lowest-CV county, but the seat/team/opponent county and 2020 crime comparison were still unresolved.",2,1; 3-12,"It spent an early turn jumping to the crime side before the target county was known, then used a large four-file code step and ran out before completing the NBA linkage and final county lookup.","Turn 2 searches firearm and hate-crime data before the target county is identified; Turn 12 computes Concho as the minimum-CV county from the four release files; The run crashes immediately after the release-analysis code output, before any county-seat or Finals-opponent lookup",It front-loaded downstream crime data before the target county was established.
tasks_mini/k-6-d-4/task_6.json,error_tools_limit,1,off_path_drift,"Identified Khan Lab School in Mountain View, got California FIPS from district offices, and computed the top California counties for public, private, district-office, and postsecondary counts.","After the statewide county tables were already available, it pivoted back to Santa Clara-specific counts and kept querying after tool-limit warnings.","By turn 21 the top-three county lists and postsecondary counts were in hand, but the agent never intersected them correctly before submitting 413.",22,1-21,"It solved the wrong subproblem at the end, counting Santa Clara itself instead of the intersection counties, and exhausted the tool budget.","Turn 17 finds Mountain View and Santa Clara County district offices with OPSTFIPS 06; Turns 18-21 compute statewide top county tables for public, private, district-office, and postsecondary counts; Turn 22 counts Santa Clara public schools and then ignores tool-limit submit-now warnings with more blocked Santa Clara count queries",It pivoted back to Santa Clara-specific counts and kept querying after the correct intersection was known.
tasks_mini/k-6-d-4/task_9.json,error_tokens_reached,8,ranking_aggregation_reruns,"Started on the gasoline-tax and NYC school-report chain, but kept bouncing between tax-rank disambiguation and raw school file previews without reaching the Bedford-NTA school filter.",It repeatedly re-ranked the gasoline-tax state and loaded additional yearly progress-report files instead of narrowing to Bedford schools and the final school-day field.,"By turn 15 it had New York as the 24th-ranked state, yet Bedford NTA and the specific elementary school/day were still untouched.",10; 13; 15-20,1-9; 11-12; 14,"After finding New York, it kept revisiting tax-rank bookkeeping and raw report previews rather than querying Bedford NTA schools and the MM/DD answer field.","Turn 10 reads tax metadata.json, which does not advance the task; Turn 13 lists all 2013 gasoline states instead of narrowing the target state; Turn 14 already returns New York at offset 23; Turn 15 reruns the rank with a different exclusion set and gets the same state; Turn 19 recounts distinct states; Turn 20 runs yet another offset query and hits the timeout warning",It kept re-ranking the gasoline-tax state and loading more yearly reports instead of narrowing to the final field.
tasks_mini/k-7-d-3/task_1.json,error_tokens_reached,5,ranking_aggregation_reruns,"Found New York as the gas-tax state, isolated Eleanor Roosevelt High School as the District 2 first-lady school with A grades, and then stalled on repeated ranking checks instead of answering the president relation.","Once Eleanor Roosevelt High School was identified, it kept re-running the New York rank under slightly different exclusion rules and revisiting Manhattan facts.","By turn 20 it had the school candidate locked across 2007-2010, but it had not converted Eleanor Roosevelt into Franklin D. Roosevelt before submitting the state name.",21-25,1-20,The last turns were spent reconfirming the same New York rank and borough facts instead of taking the final First Lady-to-president hop.,Turn 5 first returns New York as the 24th-ranked gasoline-tax state; Turns 16-18 isolate Eleanor Roosevelt High School as the only first-lady District 2 school staying at A while the Kennedy school drops; Turn 20 confirms DBN 02M416 with A grades across the yearly reports; Turns 21-23 rerun the gas-tax rank with different exclusion sets; Turn 25 greps Manhattan population and times out; Turn 26 submits [New York] instead of a president name,It re-ran the New York rank under slight exclusion changes after the key school was already identified.
tasks_mini/k-6-d-4/task_2.json,error_tokens_reached,3,ranking_aggregation_reruns,"Mapped the Missouri expenditures files, spent many turns cracking the 2007 JSON rows format, and then answered with the recurring top spender instead of the third-by-average agency.",It kept re-running top-agency spending checks and moved into downstream overtime datasets before the first ranking step was actually solved.,"It finally queried 2007 totals, but still had not computed the third-ranked average agency or started the binge-drinking and founding-year chain.",23-25,1-22,"The last turns went to downstream overtime file discovery and another round of top-spender confirmation, then timeout warnings forced a wrong submit.","Turns 11-13 query 2008-2010 totals and keep surfacing SOCIAL SERVICES as the top spender; Turn 23 lists overtime datasets before the agency-ranking step is resolved; Turn 24 computes 2007 top totals and again finds SOCIAL SERVICES at the top; Turn 25 reruns 2008-2010 top-1 queries, hits submit-now warnings, and still submits SOCIAL SERVICES",It re-ran top-agency spending checks and downstream overtime datasets instead of finishing the first ranking step.
tasks_mini/k-3-d-3/task_1.json,error_tokens_reached,2,ranking_aggregation_reruns,"The agent pulled top-score high-school lists for 2006-07, 2009-10, and 2010-11, which was enough to spot Marble Hill across all three years, but then it broadened into schema and top-list validation instead of moving to the bridge-builder and burial lookup.",It rechecked school-level metadata and reran broad overall-score queries after the three year-specific top-seven lists were already available.,"By turn 9 the three annual top-score pulls were complete, but the run never pivoted to Marble Hill's neighborhood bridge history and Frederick Philipse's burial place.",10-11,1-9,The final turns spent the remaining budget on validation queries against the same school-report datasets instead of following the already-clear Wikipedia chain.,"Turns 7-9 query the top high-school score lists for all three school years.; Turn 10 asks for DISTINCT school levels in 2006-07, a schema check after the needed ranking outputs are already present.; Turn 11 reruns broad top-score queries across all schools and years rather than pivoting to Marble_Hill,_Manhattan and Frederick_Philipse.",It reran broad score queries after the year-specific top-seven lists were already available.
tasks_mini/k-2-d-4/task_3.json,error_tokens_reached,1,ranking_aggregation_reruns,"The agent pulled yearly Chicago overtime department summaries and even looked up the Chicago Police Department superintendent snippet, but it never actually aggregated 2018-2021 overtime by department.",It re-ranked the same yearly overtime datasets with slightly different metrics instead of computing the four-year average and finishing the join to the superintendent answer.,"After the 2019-2021 yearly department queries, the likely lead department and the needed Wikipedia target were already visible, but the run turned to another round of per-year re-ranking.",11,1-10,The last turn repeated per-year department aggregation queries instead of collapsing them into one cross-year comparison and submitting.,"Turn 7 already greps the Chicago_Police_Department article for first civilian superintendent.; Turns 8-10 query 2019-2021 department overtime summaries, giving the yearly pieces needed for the comparison.; Turn 11 reruns all four years ordered by sum_total rather than performing the requested 2018-2021 average.",The run reranked the same yearly overtime datasets instead of collapsing them into the four-year average.
tasks_mini/k-5-d-3/task_3.json,error_tokens_reached,1,ranking_aggregation_reruns,"Narrowed to Seattle and isolated the top GHG building, then used the last turn on a stricter rerun of the same ranking.",Ran one more building-ranking query on the same Seattle dataset after the candidate building and year were already visible.,"Had OSEBuildingID 43 and YearBuilt 1992, but did not settle whether the missing 2015 row disqualified it.",20,1-19,The final budget went to a redundant HAVING COUNT(*) = 9 validation query instead of stopping at the already identified candidate.,Turn 16 search_ideal returned no further planned sources remain.; Turn 17 ranked OSEBuildingID 43 first with YearBuilt 1992.; Turn 19 pulled OSEBuildingID 43's year-by-year records and confirmed YearBuilt 1992.; Turn 20 reran the Seattle aggregate with HAVING COUNT(*) = 9 and immediately timed out.,It ran another ranking query on the same Seattle dataset after the candidate was already visible.
tasks_mini/k-6-d-3/task_3.json,error_tokens_reached,1,ranking_aggregation_reruns,"Compared federal candidates for moving violations, then regressed to an all-agency parking aggregation and answered the wrong intermediate result.",Restarted a global parking-agency calculation after the federal candidate comparison was already in hand.,Had the federal moving-violation comparison but never traced the winning agency to its parent department head and university.,22,1-21,"The final turn spent the remaining budget on an overall parking-agency aggregate, which dropped the federal filter and derailed the answer.","Turns 18-20 showed DEPARTMENT OF PUBLIC WORKS dominating parking totals, with federal agencies only lower-ranked candidates.; Turn 21 compared moving-violation counts for UNITED STATES PARK POLICE, UNITED STATES CAPITOL POLICE, and US. SECRET SERVICE UNIFORM DIVISION.; Turn 22 restarted a script to find the top parking agency across all agencies and timed out.; Turn 23 submitted [DEPARTMENT OF PUBLIC WORKS, 0], an intermediate agency and count pair rather than the requested university.",It restarted the global parking-agency calculation after the filtered comparison was already in hand.
tasks_mini/k-3-d-4/task_9.json,error_tokens_reached,0,ranking_aggregation_reruns,"Collected the Texas expenditure, county-history, and TDCJ release sources, then used downloaded files and code to narrow the answer to Bexar versus Harris.",There was little visible repetition; the late work was a bulky final release-count script after the capital-outlay candidates were already narrowed.,"After turn 18 it had the top capital-outlay counties and the original-county candidates, leaving only the release comparison.",,1-20,"The final execute_code step over downloaded release files hit the timeout, but the agent then complied and submitted immediately.",Turn 18 execute_code prints the top CAPITAL OUTLAY counties and narrows the original-county set to Harris and Bexar.; Turn 19 starts the release-count script for the candidate counties and is cancelled by the timeout.; Turn 20 immediately submits [Bexar] without calling another tool.,It spent the tail on a bulky release-count script after the candidates were already narrowed.
tasks_mini/k-4-d-4/task_2.json,error_tokens_reached,6,schema_file_thrash,"Worked through Washington contractor counts and the NY construction-manager roster, but spent many early and late turns inspecting file structure instead of finishing the 2020 contractor comparison and city link.","The run repeatedly peeked metadata/catalog/columns for the same contract file, then burned the tail on a max-count check, an empty search, a missing-plan probe, and another raw-file preview.",By turn 23 it had 2017-2019 contractor counts plus the NY construction-manager roster; the remaining substantive step was the 2020 contractor count and final firm-to-city inference.,10-13; 24-27,1-9; 14-23; 28,Schema thrash early and plan/debug detours late consumed the budget before the final 2020 count and answer synthesis could complete.,"Turns 10-13 peek dcat-us.txt, catalog.txt, columns.txt, and headers.txt for the same 2017 contracts dataset.; Turn 24 asks only for the max 2019 contract count, which does not resolve the target firm.; Turns 25-27 run an empty search, check for a missing plans_mini file, and preview active-construction-projects/files/data.txt instead of finishing the contractor comparison.","Metadata, columns, plan/debug, and raw-file peeks dominated the tail."
tasks_mini/k-2-d-4/task_4.json,error_tokens_reached,5,schema_file_thrash,"The agent identified the ELA/SBAC filtering scheme and discovered that the 2015-16 rows file was malformed for strict parsing, but it never reached the cross-year district intersection.","It kept rechecking subjects, test-administration values, and parser workarounds across yearly files instead of extracting the qualifying district and county sets.","After the first 2015 parse failure and the initial custom read_csv workaround, the run was still circling schema validation rather than computing the county intersection and Eastern Washington filter.",14-18,1-13,"Parser troubleshooting and repeated admin/schema inspection consumed the final turns, and the first real >=68 count query only arrived at the timeout boundary.","Turn 9 hits a malformed-row parse error on the 2015-16 rows file.; Turn 13 tries a custom read_csv(..., all_varchar=true) workaround, which is the last clear attempt to recover the 2015 file.; Turns 14-17 return to sample and admin checks, and turn 18 reaches timeout on the first actual districts_ge68 count query.",Parser recovery and subject/admin/schema checks took the tail instead of the county and district extraction.
tasks_mini/k-4-d-3/task_9.json,error_tokens_reached,5,schema_file_thrash,Located the January 2019-2021 parking and moving-violation datasets and spent the late run trying to understand their raw JSON structure before inferring the department.,"After the files were located, it kept previewing raw data.txt/file variants and then attempted a bulk download instead of switching to direct aggregation queries.",By turn 10 the relevant parking and moving datasets were in hand; after that the run mostly stayed in file-structure inspection.,11-17,1-10; 18,"Raw-file probing and a large download attempt used up the remaining budget, so the quantitative comparison never happened before the timeout warning.",Turn 12 peeks parking-violations-issued-in-january-2019/files/0.txt after earlier previews of the same dataset.; Turns 13-16 keep inspecting 2021 parking and 2020 moving raw files instead of aggregating fines and violations.; Turn 17 launches a five-file download and is cancelled by the timeout; turn 18 then submits from partial evidence.,Raw file previews and a bulk download attempt replaced direct aggregation work.
tasks_mini/k-6-d-4/task_7.json,error_tokens_reached,5,schema_file_thrash,"Found ACT and Iowa City quickly, but then spent most of the run circling around NCES file structure instead of executing direct county aggregations.","It repeatedly inspected headers, layer docs, redirects, and schema types for the same NCES files rather than moving to Iowa counts.","The state and city path was known, but the first real Iowa City district query did not happen until turn 14 and timed out immediately.",6-7; 9-11,1-5; 8; 12-14,Mid-run budget went to repeated schema discovery instead of a direct district-office filter and the statewide top-three county counts.,"Turn 6 peeks WARC headers instead of county data; Turn 9 runs SELECT * LIMIT 1 on the district file and gets a truncated zero-row result; Turn 10 reads multiple files/0.txt layer descriptions rather than county counts; Turn 11 reads a redirect file; Turn 14 is the first direct Iowa City district query, and it times out","Headers, layer docs, redirects, and schema types were inspected repeatedly for the same NCES files."
tasks_mini/k-7-d-4/task_1.json,error_tokens_reached,5,schema_file_thrash,"Located Khan Lab School in Mountain View, Santa Clara County, but spent most of the run inspecting file structure instead of computing California county intersections and the final arithmetic.","After loading the four NCES datasets, it cycled through raw reads, type checks, and sandbox inspection rather than issuing county-count queries.","It reached the school's county identity late in the run, but never calculated the top-three overlap or the county totals needed for the final difference.",17-21; 23,1-8; 22; 24-25,"Schema probing across multiple GeoJSON files crowded out the actual California county aggregations, leaving the key numeric comparison undone when tokens ran out.","Turns 17 and 19-21 are repeated typeof(features) or structure checks across the postsecondary, private, district, and public datasets.; Turn 18 counts postsecondary rows by state instead of querying California counties.; Turn 23 inspects sandbox files, and only in Turns 24-25 does it finally grep and read the Khan Lab School entry.","Raw reads, type checks, and sandbox inspection dominated before any county counts were run."
tasks_mini/k-7-d-4/task_10.json,error_tokens_reached,5,schema_file_thrash,"Identified NYSED as the Regents administrator and found Kings County leading New York private-school counts, but never computed the required public, district-office, and college overlap before submitting the private-school count alone.","Once it had one county count, it drifted into schema checks and sandbox or local-path inspection instead of finishing the missing county comparisons.","It reached Albany and NYSED context and a private-school county ranking, but stopped before the multi-dataset intersection and final subtraction.",19; 21-25,1-18; 20,"The last turns were spent checking schema and sandbox contents rather than querying public schools, district offices, and colleges, so the run fell back to an incomplete county-only answer.","Turn 19 repeats search_ideal and gets an empty plan-exhausted result.; Turn 20 gets the New York private-school ranking with Kings County = 195, but no public-school or college county query follows.; Turns 22-24 use execute_code and get_sandbox_info to inspect local paths instead of advancing the county-overlap calculation.; Turn 25 repeats a Kings County private-school count query and times out before submit.",Schema checks and sandbox/local-path inspection replaced the final county comparisons.
